Datum,URL,CDU/CSU,SPD,GRÜNE,FDP,LINKE,AfD,FW,BSW,PIR,Sonstige,Befragte,Methode,Umfang
2021-03-24,ALLENSBACH,28.5,18.0,21.5,8.5,8.5,10.0,0.0,0.0,0.0,5.0,1.006,"",1006
2021-03-24,FORSA,26.0,16.0,22.0,10.0,8.0,10.0,0.0,0.0,0.0,8.0,2.511,"",2511
2021-03-26,POLITBAROMETER,28.0,15.0,23.0,9.0,7.0,12.0,0.0,0.0,0.0,6.0,1.030,"",1030
2021-03-27,EMNID,25.0,17.0,23.0,10.0,9.0,10.0,0.0,0.0,0.0,6.0,1.447,"",1447
2021-03-29,GMS,26.0,16.0,21.0,11.0,8.0,11.0,0.0,0.0,0.0,7.0,T • 1.003,T,1003
2021-03-31,FORSA,27.0,15.0,23.0,10.0,7.0,11.0,0.0,0.0,0.0,7.0,2.503,"",2503
2021-04-01,DIMAP,27.0,16.0,22.0,9.0,7.0,11.0,0.0,0.0,0.0,8.0,1.348,"",1348
2021-04-01,YOUGOV,27.0,17.0,21.0,10.0,8.0,11.0,0.0,0.0,0.0,6.0,O • 1.637,O,1637
2021-04-04,EMNID,26.0,16.0,23.0,9.0,9.0,10.0,0.0,0.0,0.0,7.0,1.429,"",1429
2021-04-07,FORSA,27.0,15.0,23.0,10.0,7.0,10.0,0.0,0.0,0.0,8.0,1.501,"",1501
2021-04-11,EMNID,27.0,15.0,22.0,9.0,9.0,11.0,0.0,0.0,0.0,7.0,1.448,"",1448
2021-04-14,FORSA,27.0,15.0,23.0,9.0,8.0,11.0,0.0,0.0,0.0,7.0,2.500,"",2500
2021-04-15,DIMAP,28.0,15.0,21.0,11.0,7.0,11.0,0.0,0.0,0.0,7.0,1.174,"",1174
2021-04-16,POLITBAROMETER,31.0,14.0,21.0,9.0,7.0,11.0,0.0,0.0,0.0,7.0,1.292,"",1292
2021-04-18,EMNID,29.0,15.0,22.0,9.0,8.0,11.0,0.0,0.0,0.0,6.0,1.437,"",1437
2021-04-20,FORSA,21.0,13.0,28.0,12.0,7.0,11.0,0.0,0.0,0.0,8.0,1.502,"",1502
2021-04-20,FORSA,28.0,15.0,23.0,10.0,6.0,11.0,0.0,0.0,0.0,7.0,2.003,"",2003
2021-04-21,ALLENSBACH,28.0,16.5,23.0,10.0,7.5,9.5,0.0,0.0,0.0,5.5,1.051,"",1051
2021-04-24,EMNID,27.0,13.0,28.0,9.0,7.0,10.0,0.0,0.0,0.0,6.0,1.225,"",1225
2021-04-28,FORSA,22.0,13.0,28.0,12.0,7.0,11.0,0.0,0.0,0.0,7.0,2.507,"",2507
2021-04-30,YOUGOV,24.0,14.0,25.0,11.0,8.0,11.0,0.0,0.0,0.0,7.0,O • 1.643,O,1643
2021-05-01,EMNID,24.0,15.0,27.0,11.0,7.0,10.0,0.0,0.0,0.0,6.0,1.442,"",1442
2021-05-05,FORSA,23.0,14.0,28.0,12.0,6.0,10.0,0.0,0.0,0.0,7.0,2.508,"",2508
2021-05-06,DIMAP,23.0,14.0,26.0,11.0,6.0,12.0,0.0,0.0,0.0,5.0,1.351,"",1351
2021-05-07,POLITBAROMETER,25.0,14.0,26.0,10.0,7.0,11.0,0.0,0.0,0.0,7.0,1.271,"",1271
2021-05-08,EMNID,23.0,16.0,26.0,12.0,7.0,10.0,0.0,0.0,0.0,6.0,1.910,"",1910
2021-05-12,FORSA,24.0,15.0,27.0,11.0,6.0,10.0,0.0,0.0,0.0,7.0,2.501,"",2501
2021-05-12,FORSA,24.0,15.0,27.0,11.0,6.0,10.0,0.0,0.0,0.0,7.0,2.501,"",2501
2021-05-13,DIMAP,24.0,15.0,25.0,12.0,7.0,11.0,0.0,0.0,0.0,6.0,1.198,"",1198
2021-05-15,EMNID,24.0,15.0,25.0,11.0,8.0,11.0,0.0,0.0,0.0,6.0,1.428,"",1428
2021-05-17,GMS,26.0,15.0,24.0,11.0,7.0,11.0,0.0,0.0,0.0,6.0,T • 1.005,T,1005
2021-05-19,ALLENSBACH,27.5,16.0,24.0,10.0,6.5,10.0,0.0,0.0,0.0,6.0,1.027,"",1027
2021-05-19,FORSA,24.0,15.0,26.0,11.0,6.0,10.0,0.0,0.0,0.0,8.0,2.001,"",2001
2021-05-21,EMNID,26.0,14.0,24.0,11.0,8.0,11.0,0.0,0.0,0.0,6.0,1.445,"",1445
2021-05-21,POLITBAROMETER,24.0,14.0,25.0,11.0,7.0,11.0,0.0,0.0,0.0,5.0,1.229,"",1229
2021-05-26,FORSA,24.0,14.0,25.0,13.0,6.0,10.0,0.0,0.0,0.0,8.0,2.004,"",2004
2021-05-27,YOUGOV,26.0,15.0,22.0,12.0,7.0,11.0,0.0,0.0,0.0,7.0,O • 1.706,O,1706
2021-05-28,EMNID,25.0,15.0,23.0,12.0,7.0,12.0,0.0,0.0,0.0,6.0,1.422,"",1422
2021-06-02,FORSA,25.0,14.0,24.0,14.0,6.0,9.0,0.0,0.0,0.0,8.0,2.500,"",2500
2021-06-05,EMNID,24.0,16.0,22.0,13.0,7.0,11.0,0.0,0.0,0.0,7.0,1.419,"",1419
2021-06-09,FORSA,27.0,14.0,22.0,14.0,6.0,9.0,0.0,0.0,0.0,8.0,2.501,"",2501
2021-06-10,DIMAP,28.0,14.0,20.0,12.0,7.0,12.0,0.0,0.0,0.0,7.0,1.316,"",1316
2021-06-10,POLITBAROMETER,28.0,15.0,22.0,10.0,7.0,11.0,0.0,0.0,0.0,4.0,1.232,"",1232
2021-06-11,EMNID,26.0,16.0,21.0,13.0,7.0,11.0,0.0,0.0,0.0,6.0,1.421,"",1421
2021-06-16,ALLENSBACH,29.5,17.0,21.5,11.0,7.0,9.0,0.0,0.0,0.0,5.0,1.070,"",1070
2021-06-16,FORSA,28.0,14.0,21.0,14.0,7.0,9.0,0.0,0.0,0.0,7.0,2.501,"",2501
2021-06-18,EMNID,27.0,17.0,20.0,12.0,7.0,10.0,0.0,0.0,0.0,7.0,1.413,"",1413
2021-06-21,GMS,28.0,16.0,20.0,12.0,8.0,10.0,0.0,0.0,0.0,6.0,T • 1.002,T,1002
2021-06-23,FORSA,29.0,15.0,21.0,13.0,6.0,9.0,0.0,0.0,0.0,7.0,2.502,"",2502
2021-06-24,DIMAP,28.0,15.0,21.0,11.0,6.0,12.0,0.0,0.0,0.0,4.0,1.217,"",1217
2021-06-25,EMNID,28.0,17.0,19.0,11.0,7.0,10.0,0.0,0.0,0.0,8.0,1.430,"",1430
2021-06-25,POLITBAROMETER,29.0,14.0,22.0,10.0,7.0,10.0,0.0,0.0,0.0,8.0,1.271,"",1271
2021-06-30,FORSA,30.0,14.0,20.0,12.0,7.0,9.0,0.0,0.0,0.0,8.0,2.501,"",2501
2021-07-01,DIMAP,28.0,15.0,20.0,11.0,7.0,11.0,0.0,0.0,0.0,8.0,1.317,"",1317
2021-07-02,EMNID,28.0,16.0,20.0,10.0,7.0,11.0,0.0,0.0,0.0,8.0,1.418,"",1418
2021-07-02,YOUGOV,30.0,15.0,19.0,11.0,7.0,11.0,0.0,0.0,0.0,7.0,O • 1.648,O,1648
2021-07-07,FORSA,30.0,15.0,19.0,11.0,7.0,10.0,0.0,0.0,0.0,8.0,2.505,"",2505
2021-07-10,EMNID,29.0,15.0,19.0,11.0,8.0,11.0,0.0,0.0,0.0,7.0,1.405,"",1405
2021-07-14,FORSA,30.0,15.0,19.0,12.0,7.0,9.0,0.0,0.0,0.0,8.0,2.502,"",2502
2021-07-16,EMNID,28.0,15.0,20.0,11.0,8.0,11.0,0.0,0.0,0.0,7.0,1.495,"",1495
2021-07-16,POLITBAROMETER,30.0,15.0,20.0,10.0,7.0,10.0,0.0,0.0,0.0,8.0,1.224,"",1224
2021-07-20,ALLENSBACH,31.5,16.5,18.0,12.0,6.5,9.5,0.0,0.0,0.0,6.0,1.028,"",1028
2021-07-21,FORSA,28.0,16.0,19.0,12.0,7.0,10.0,0.0,0.0,0.0,8.0,2.503,"",2503
2021-07-22,DIMAP,29.0,16.0,19.0,12.0,6.0,10.0,0.0,0.0,0.0,8.0,1.188,"",1188
2021-07-23,EMNID,28.0,16.0,19.0,12.0,7.0,11.0,0.0,0.0,0.0,7.0,1.421,"",1421
2021-07-27,GMS,30.0,15.0,18.0,12.0,7.0,10.0,0.0,0.0,0.0,8.0,T • 1.003,T,1003
2021-07-28,ALLENSBACH,30.0,16.0,19.5,12.0,7.0,9.5,0.0,0.0,0.0,6.0,1.243,"",1243
2021-07-28,FORSA,26.0,15.0,21.0,13.0,7.0,10.0,0.0,0.0,0.0,8.0,2.501,"",2501
2021-07-30,EMNID,27.0,17.0,19.0,13.0,6.0,11.0,0.0,0.0,0.0,7.0,1.441,"",1441
2021-07-30,POLITBAROMETER,28.0,16.0,21.0,10.0,7.0,11.0,0.0,0.0,0.0,4.0,1.268,"",1268
2021-07-30,YOUGOV,28.0,16.0,16.0,12.0,8.0,12.0,0.0,0.0,0.0,8.0,O • 1.748,O,1748
2021-08-03,FORSA,26.0,16.0,20.0,13.0,6.0,10.0,0.0,0.0,0.0,9.0,2.502,"",2502
2021-08-04,EMNID,24.0,18.0,22.0,13.0,6.0,11.0,0.0,0.0,0.0,6.0,1.413,"",1413
2021-08-05,DIMAP,27.0,18.0,19.0,12.0,6.0,10.0,0.0,0.0,0.0,8.0,1.312,"",1312
2021-08-11,EMNID,22.0,19.0,21.0,12.0,7.0,11.0,0.0,0.0,0.0,8.0,1.446,"",1446
2021-08-11,FORSA,23.0,19.0,20.0,12.0,7.0,10.0,0.0,0.0,0.0,9.0,2.509,"",2509
2021-08-13,POLITBAROMETER,26.0,19.0,19.0,11.0,7.0,11.0,0.0,0.0,0.0,7.0,1.252,"",1252
2021-08-18,FORSA,23.0,21.0,19.0,12.0,6.0,10.0,0.0,0.0,0.0,9.0,2.501,"",2501
2021-08-19,ALLENSBACH,27.5,19.5,17.5,11.0,7.5,11.0,0.0,0.0,0.0,6.0,1.018,"",1018
2021-08-19,DIMAP,23.0,21.0,17.0,13.0,7.0,11.0,0.0,0.0,0.0,8.0,1.219,"",1219
2021-08-19,EMNID,22.0,21.0,19.0,12.0,7.0,11.0,0.0,0.0,0.0,8.0,1.920,"",1920
2021-08-24,FORSA,22.0,23.0,18.0,12.0,6.0,10.0,0.0,0.0,0.0,9.0,2.504,"",2504
2021-08-26,EMNID,23.0,23.0,18.0,12.0,7.0,11.0,0.0,0.0,0.0,6.0,1.919,"",1919
2021-08-27,POLITBAROMETER,22.0,22.0,20.0,10.0,6.0,11.0,0.0,0.0,0.0,6.0,1.300,"",1300
2021-08-27,YOUGOV,22.0,24.0,16.0,13.0,8.0,11.0,0.0,0.0,0.0,7.0,O • 1.689,O,1689
2021-08-28,ALLENSBACH,26.0,24.0,17.0,10.5,6.0,10.5,0.0,0.0,0.0,6.0,1.038,"",1038
2021-08-31,FORSA,21.0,23.0,18.0,12.0,6.0,11.0,0.0,0.0,0.0,9.0,2.508,"",2508
2021-09-02,DIMAP,20.0,25.0,16.0,13.0,6.0,12.0,0.0,0.0,0.0,8.0,1.337,"",1337
2021-09-02,EMNID,21.0,25.0,19.0,11.0,7.0,11.0,0.0,0.0,0.0,6.0,1.439,"",1439
2021-09-03,POLITBAROMETER,22.0,25.0,17.0,11.0,7.0,11.0,0.0,0.0,0.0,7.0,1.301,"",1301
2021-09-03,YOUGOV,20.0,25.0,15.0,13.0,8.0,12.0,0.0,0.0,0.0,8.0,O • 1.729,O,1729
2021-09-07,FORSA,19.0,25.0,17.0,13.0,6.0,11.0,0.0,0.0,0.0,9.0,2.505,"",2505
2021-09-07,GMS,23.0,25.0,17.0,12.0,6.0,11.0,0.0,0.0,0.0,6.0,T • 1.004,T,1004
2021-09-08,ALLENSBACH,25.0,27.0,15.5,9.5,6.0,11.0,0.0,0.0,0.0,6.0,1.258,"",1258
2021-09-09,EMNID,21.0,25.0,17.0,12.0,6.0,12.0,0.0,0.0,0.0,7.0,1.901,"",1901
2021-09-10,POLITBAROMETER,22.0,25.0,17.0,11.0,6.0,11.0,0.0,0.0,0.0,5.0,1.281,"",1281
2021-09-10,YOUGOV,21.0,26.0,15.0,10.0,6.0,12.0,0.0,0.0,0.0,10.0,O • 1.700,O,1700
2021-09-14,FORSA,21.0,25.0,17.0,11.0,6.0,11.0,0.0,0.0,0.0,6.0,2.501,"",2501
2021-09-14,GMS,23.0,25.0,16.0,13.0,6.0,11.0,0.0,0.0,0.0,6.0,T • 1.003,T,1003
2021-09-16,DIMAP,22.0,26.0,15.0,11.0,6.0,11.0,0.0,0.0,0.0,6.0,1.512,"",1512
2021-09-16,EMNID,20.0,26.0,17.0,11.0,6.0,12.0,0.0,0.0,0.0,8.0,1.543,"",1543
2021-09-16,YOUGOV,20.0,25.0,15.0,10.0,8.0,11.0,0.0,0.0,0.0,7.0,O • 1.816,O,1816
2021-09-17,POLITBAROMETER,22.0,25.0,16.0,11.0,6.0,11.0,0.0,0.0,0.0,9.0,1.406,"",1406
2021-09-21,FORSA,22.0,25.0,17.0,11.0,6.0,11.0,0.0,0.0,0.0,5.0,2.502,"",2502
2021-09-23,EMNID,21.0,25.0,16.0,11.0,7.0,11.0,0.0,0.0,0.0,9.0,1.433,"",1433
2021-09-23,POLITBAROMETER,23.0,25.0,16.5,11.0,6.0,10.0,0.0,0.0,0.0,5.5,1.273,"",1273
2021-09-23,YOUGOV,21.0,25.0,14.0,11.0,7.0,12.0,0.0,0.0,0.0,7.0,O • 2.364,O,2364
2021-09-24,ALLENSBACH,25.0,26.0,16.0,10.5,5.0,10.0,0.0,0.0,0.0,7.5,1.554,"",1554
2021-09-24,FORSA,22.0,25.0,17.0,12.0,6.0,10.0,0.0,0.0,0.0,5.0,2.002,"",2002
2021-10-01,POLITBAROMETER,20.0,28.0,16.0,13.0,5.0,10.0,0.0,0.0,0.0,8.0,1.249,"",1249
2021-10-02,INSA,21.0,28.0,16.0,12.0,5.0,10.0,0.0,0.0,0.0,8.0,TOM • 1.254,TOM,1254
2021-10-04,INSA,21.0,28.0,15.5,13.5,4.5,10.0,0.0,0.0,0.0,7.5,O • 2.000,O,2000
2021-10-05,FORSA,20.0,26.0,16.0,14.0,5.0,9.0,0.0,0.0,0.0,10.0,3.004,"",3004
2021-10-09,EMNID,20.0,26.0,17.0,13.0,5.0,10.0,0.0,0.0,0.0,6.0,1.985,"",1985
2021-10-09,INSA,20.0,28.0,15.0,14.0,5.0,10.0,0.0,0.0,0.0,8.0,TOM • 1.509,TOM,1509
2021-10-11,INSA,19.5,28.5,16.0,14.5,4.0,11.0,0.0,0.0,0.0,6.5,O • 2.101,O,2101
2021-10-12,FORSA,20.0,26.0,16.0,14.0,5.0,9.0,0.0,0.0,0.0,10.0,2.503,"",2503
2021-10-14,EMNID,19.0,26.0,17.0,14.0,5.0,10.0,0.0,0.0,0.0,9.0,1.410,"",1410
2021-10-15,POLITBAROMETER,19.0,28.0,17.0,13.0,5.0,11.0,0.0,0.0,0.0,7.0,1.329,"",1329
2021-10-16,INSA,19.0,28.0,16.0,13.0,4.0,11.0,0.0,0.0,0.0,9.0,TOM • 1.195,TOM,1195
2021-10-18,INSA,18.5,28.0,16.0,15.0,5.0,11.5,0.0,0.0,0.0,6.0,O • 2.140,O,2140
2021-10-19,FORSA,20.0,26.0,16.0,15.0,5.0,9.0,0.0,0.0,0.0,9.0,2.502,"",2502
2021-10-20,ALLENSBACH,21.0,28.0,15.0,14.0,5.0,9.5,0.0,0.0,0.0,7.5,1.045,"",1045
2021-10-23,EMNID,21.0,25.0,16.0,13.0,5.0,11.0,0.0,0.0,0.0,9.0,1.424,"",1424
2021-10-23,INSA,20.0,27.0,17.0,14.0,4.0,11.0,0.0,0.0,0.0,7.0,TOM • 1.205,TOM,1205
2021-10-25,INSA,20.0,28.0,16.0,14.0,5.0,11.0,0.0,0.0,0.0,6.0,O • 2.105,O,2105
2021-10-26,FORSA,20.0,25.0,17.0,16.0,5.0,9.0,0.0,0.0,0.0,8.0,2.510,"",2510
2021-10-28,DIMAP,22.0,26.0,16.0,13.0,4.0,10.0,0.0,0.0,0.0,9.0,1.239,"",1239
2021-10-29,POLITBAROMETER,20.0,27.0,16.0,14.0,5.0,11.0,0.0,0.0,0.0,7.0,1.208,"",1208
2021-10-30,EMNID,21.0,25.0,17.0,14.0,5.0,11.0,0.0,0.0,0.0,7.0,1.422,"",1422
2021-10-30,INSA,21.0,27.0,16.0,13.0,5.0,11.0,0.0,0.0,0.0,7.0,TOM • 1.503,TOM,1503
2021-11-02,FORSA,21.0,25.0,16.0,15.0,5.0,9.0,0.0,0.0,0.0,9.0,2.501,"",2501
2021-11-02,INSA,20.0,27.0,16.0,13.5,5.0,11.5,0.0,0.0,0.0,7.0,O • 2.140,O,2140
2021-11-04,DIMAP,21.0,27.0,16.0,13.0,5.0,10.0,0.0,0.0,0.0,8.0,1.329,"",1329
2021-11-05,GMS,21.0,26.0,16.0,15.0,4.0,10.0,0.0,0.0,0.0,8.0,T • 1.005,T,1005
2021-11-06,EMNID,22.0,25.0,16.0,13.0,5.0,10.0,0.0,0.0,0.0,6.0,1.417,"",1417
2021-11-06,INSA,21.0,27.0,15.0,14.0,5.0,11.0,0.0,0.0,0.0,7.0,TOM • 1.212,TOM,1212
2021-11-08,INSA,20.5,26.5,16.0,13.5,5.5,10.5,0.0,0.0,0.0,7.5,O • 2.112,O,2112
2021-11-09,FORSA,22.0,25.0,16.0,14.0,5.0,9.0,0.0,0.0,0.0,9.0,2.502,"",2502
2021-11-12,POLITBAROMETER,20.0,28.0,16.0,13.0,5.0,11.0,0.0,0.0,0.0,7.0,1.257,"",1257
2021-11-13,EMNID,21.0,25.0,16.0,14.0,6.0,10.0,0.0,0.0,0.0,8.0,1.424,"",1424
2021-11-13,INSA,22.0,26.0,15.0,13.0,5.0,11.0,0.0,0.0,0.0,8.0,TOM • 1.202,TOM,1202
2021-11-15,INSA,21.0,27.0,15.0,13.0,5.5,11.5,0.0,0.0,0.0,7.0,O • 2.091,O,2091
2021-11-16,FORSA,22.0,24.0,17.0,12.0,5.0,10.0,0.0,0.0,0.0,10.0,2.510,"",2510
2021-11-18,ALLENSBACH,23.0,27.0,15.0,14.0,5.5,9.5,0.0,0.0,0.0,6.0,1.016,"",1016
2021-11-20,EMNID,21.0,24.0,18.0,12.0,6.0,11.0,0.0,0.0,0.0,8.0,1.433,"",1433
2021-11-20,INSA,21.0,26.0,15.0,13.0,5.0,12.0,0.0,0.0,0.0,8.0,TOM • 1.501,TOM,1501
2021-11-22,INSA,22.0,26.0,14.0,14.0,5.5,11.0,0.0,0.0,0.0,7.5,O • 2.096,O,2096
2021-11-23,FORSA,22.0,24.0,17.0,12.0,5.0,10.0,0.0,0.0,0.0,10.0,2.501,"",2501
2021-11-25,DIMAP,21.0,25.0,17.0,13.0,5.0,11.0,0.0,0.0,0.0,8.0,1.239,"",1239
2021-11-26,POLITBAROMETER,19.0,28.0,17.0,13.0,5.0,11.0,0.0,0.0,0.0,7.0,1.344,"",1344
2021-11-26,YOUGOV,23.0,25.0,16.0,11.0,6.0,12.0,0.0,0.0,0.0,5.0,O • 1.797,O,1797
2021-11-27,EMNID,22.0,24.0,18.0,11.0,6.0,11.0,0.0,0.0,0.0,8.0,1.424,"",1424
2021-11-27,INSA,21.0,26.0,15.0,13.0,6.0,12.0,0.0,0.0,0.0,7.0,TOM • 1.403,TOM,1403
2021-11-29,INSA,21.0,25.0,16.0,14.0,5.5,11.0,0.0,0.0,0.0,7.5,O • 2.129,O,2129
2021-11-30,FORSA,22.0,24.0,17.0,12.0,5.0,10.0,0.0,0.0,0.0,10.0,2.509,"",2509
2021-12-02,DIMAP,23.0,25.0,17.0,12.0,5.0,11.0,0.0,0.0,0.0,7.0,1.316,"",1316
2021-12-04,EMNID,20.0,27.0,16.0,12.0,6.0,11.0,0.0,0.0,0.0,8.0,1.425,"",1425
2021-12-04,INSA,21.0,26.0,15.0,13.0,5.0,12.0,0.0,0.0,0.0,8.0,TOM • 1.348,TOM,1348
2021-12-06,INSA,22.0,26.0,15.0,13.5,5.5,11.5,0.0,0.0,0.0,6.5,O • 2.119,O,2119
2021-12-07,FORSA,22.0,25.0,17.0,11.0,5.0,10.0,0.0,0.0,0.0,10.0,2.503,"",2503
2021-12-09,DIMAP,23.0,26.0,16.0,12.0,5.0,11.0,0.0,0.0,0.0,7.0,1.266,"",1266
2021-12-10,POLITBAROMETER,21.0,28.0,17.0,12.0,5.0,10.0,0.0,0.0,0.0,7.0,1.303,"",1303
2021-12-11,EMNID,21.0,28.0,15.0,11.0,5.0,11.0,0.0,0.0,0.0,6.0,1.439,"",1439
2021-12-11,INSA,22.0,26.0,15.0,13.0,5.0,11.0,0.0,0.0,0.0,8.0,TOM • 1.480,TOM,1480
2021-12-13,INSA,22.0,27.0,14.5,13.0,5.5,11.5,0.0,0.0,0.0,6.5,O • 2.221,O,2221
2021-12-14,FORSA,23.0,26.0,15.0,11.0,5.0,10.0,0.0,0.0,0.0,10.0,2.509,"",2509
2021-12-17,YOUGOV,23.0,27.0,16.0,10.0,6.0,11.0,0.0,0.0,0.0,6.0,O • 1.715,O,1715
2021-12-18,EMNID,22.0,27.0,16.0,11.0,5.0,10.0,0.0,0.0,0.0,9.0,1.440,"",1440
2021-12-18,INSA,23.0,27.0,14.0,12.0,5.0,12.0,0.0,0.0,0.0,7.0,TOM • 1.501,TOM,1501
2021-12-20,INSA,21.5,27.5,14.5,13.0,5.5,11.5,0.0,0.0,0.0,6.5,O • 2.075,O,2075
2021-12-21,FORSA,24.0,26.0,16.0,10.0,5.0,9.0,0.0,0.0,0.0,10.0,2.501,"",2501
2021-12-22,ALLENSBACH,24.0,26.0,15.0,13.0,5.0,10.5,0.0,0.0,0.0,6.5,1.069,"",1069
2021-12-26,INSA,23.0,28.0,15.0,11.0,5.0,11.0,0.0,0.0,0.0,7.0,TOM • 1.195,TOM,1195
2021-12-27,EMNID,22.0,27.0,16.0,11.0,5.0,11.0,0.0,0.0,0.0,8.0,1.436,"",1436
2022-01-01,INSA,24.0,27.0,16.0,10.0,5.0,11.0,0.0,0.0,0.0,7.0,TOM • 1.201,TOM,1201
2022-01-03,INSA,23.0,26.5,15.5,11.0,6.0,11.5,0.0,0.0,0.0,6.5,O • 2.060,O,2060
2022-01-04,GMS,24.0,26.0,16.0,12.0,4.0,11.0,0.0,0.0,0.0,7.0,T • 1.003,T,1003
2022-01-06,DIMAP,23.0,26.0,16.0,11.0,5.0,11.0,0.0,0.0,0.0,8.0,1.325,"",1325
2022-01-08,INSA,23.0,27.0,16.0,12.0,5.0,11.0,0.0,0.0,0.0,6.0,TOM • 1.504,TOM,1504
2022-01-10,INSA,23.0,26.5,15.0,12.0,5.0,12.0,0.0,0.0,0.0,6.5,O • 2.107,O,2107
2022-01-11,FORSA,25.0,25.0,17.0,10.0,5.0,9.0,0.0,0.0,0.0,9.0,3.003,"",3003
2022-01-14,POLITBAROMETER,22.0,27.0,16.0,11.0,6.0,10.0,0.0,0.0,0.0,8.0,1.128,"",1128
2022-01-15,EMNID,23.0,26.0,17.0,10.0,6.0,10.0,0.0,0.0,0.0,8.0,1.426,"",1426
2022-01-15,INSA,23.0,27.0,16.0,11.0,5.0,12.0,0.0,0.0,0.0,6.0,TOM • 1.504,TOM,1504
2022-01-17,INSA,22.5,26.0,15.5,12.0,6.0,12.0,0.0,0.0,0.0,6.0,O • 2.130,O,2130
2022-01-18,FORSA,25.0,25.0,16.0,10.0,5.0,10.0,0.0,0.0,0.0,9.0,2.504,"",2504
2022-01-20,DIMAP,24.0,25.0,16.0,10.0,5.0,12.0,0.0,0.0,0.0,8.0,1.424,"",1424
2022-01-22,EMNID,22.0,26.0,17.0,9.0,6.0,12.0,0.0,0.0,0.0,8.0,1.441,"",1441
2022-01-22,INSA,23.0,26.0,16.0,12.0,6.0,12.0,0.0,0.0,0.0,5.0,TOM • 1.204,TOM,1204
2022-01-24,INSA,24.0,26.0,15.0,11.5,6.0,11.0,0.0,0.0,0.0,6.5,O • 2.146,O,2146
2022-01-25,FORSA,24.0,25.0,16.0,10.0,6.0,10.0,0.0,0.0,0.0,9.0,2.502,"",2502
2022-01-26,ALLENSBACH,23.0,27.5,14.5,12.5,5.5,10.0,0.0,0.0,0.0,7.0,1.090,"",1090
2022-01-28,POLITBAROMETER,23.0,24.0,18.0,10.0,7.0,10.0,0.0,0.0,0.0,8.0,1.249,"",1249
2022-01-28,YOUGOV,26.0,23.0,15.0,8.0,8.0,12.0,0.0,0.0,0.0,7.0,O • 1.602,O,1602
2022-01-29,EMNID,24.0,24.0,18.0,10.0,6.0,10.0,0.0,0.0,0.0,8.0,1.415,"",1415
2022-01-29,INSA,24.0,26.0,16.0,11.0,6.0,11.0,0.0,0.0,0.0,6.0,TOM • 1.383,TOM,1383
2022-01-31,INSA,25.0,24.0,15.0,12.5,6.5,10.0,0.0,0.0,0.0,7.0,O • 2.147,O,2147
2022-02-01,FORSA,27.0,23.0,16.0,9.0,6.0,10.0,0.0,0.0,0.0,9.0,2.501,"",2501
2022-02-03,DIMAP,27.0,22.0,16.0,10.0,5.0,12.0,0.0,0.0,0.0,8.0,1.339,"",1339
2022-02-05,EMNID,24.0,24.0,17.0,9.0,6.0,11.0,0.0,0.0,0.0,9.0,1.410,"",1410
2022-02-05,INSA,27.0,22.0,16.0,11.0,6.0,11.0,0.0,0.0,0.0,7.0,TOM • 1.202,TOM,1202
2022-02-07,INSA,26.0,23.0,15.0,12.0,7.0,11.0,0.0,0.0,0.0,6.0,O • 2.067,O,2067
2022-02-08,FORSA,27.0,22.0,16.0,9.0,6.0,10.0,0.0,0.0,0.0,10.0,2.502,"",2502
2022-02-11,POLITBAROMETER,25.0,25.0,16.0,9.0,6.0,11.0,0.0,0.0,0.0,8.0,1.224,"",1224
2022-02-12,EMNID,26.0,22.0,16.0,10.0,6.0,12.0,0.0,0.0,0.0,8.0,1.287,"",1287
2022-02-12,INSA,26.0,22.0,16.0,11.0,6.0,12.0,0.0,0.0,0.0,7.0,TOM • 1.504,TOM,1504
2022-02-14,INSA,26.0,22.5,15.0,12.0,6.0,12.0,0.0,0.0,0.0,6.5,O • 2.141,O,2141
2022-02-15,FORSA,27.0,23.0,16.0,9.0,6.0,9.0,0.0,0.0,0.0,10.0,2.504,"",2504
2022-02-17,DIMAP,26.0,24.0,15.0,9.0,5.0,12.0,0.0,0.0,0.0,9.0,1.202,"",1202
2022-02-19,EMNID,24.0,24.0,16.0,10.0,6.0,12.0,0.0,0.0,0.0,8.0,1.434,"",1434
2022-02-19,INSA,27.0,22.0,15.0,11.0,7.0,12.0,0.0,0.0,0.0,6.0,TOM • 1.303,TOM,1303
2022-02-21,INSA,27.0,23.0,14.5,12.5,6.0,11.0,0.0,0.0,0.0,6.0,O • 1.539,O,1539
2022-02-21,YOUGOV,27.0,21.0,17.0,9.0,7.0,11.0,0.0,0.0,0.0,6.0,O • 1.659,O,1659
2022-02-22,FORSA,27.0,23.0,17.0,9.0,6.0,9.0,0.0,0.0,0.0,9.0,2.500,"",2500
2022-02-24,ALLENSBACH,27.0,25.0,15.0,10.5,6.0,10.0,0.0,0.0,0.0,6.5,1.033,"",1033
2022-02-26,EMNID,25.0,26.0,17.0,9.0,7.0,10.0,0.0,0.0,0.0,6.0,1.432,"",1432
2022-02-27,INSA,26.0,23.0,15.0,11.0,7.0,12.0,0.0,0.0,0.0,6.0,TOM • 1.405,TOM,1405
2022-03-01,FORSA,26.0,25.0,18.0,9.0,6.0,7.0,0.0,0.0,0.0,9.0,1.500,"",1500
2022-03-01,GMS,27.0,24.0,15.0,10.0,6.0,9.0,0.0,0.0,0.0,9.0,T • 1.005,T,1005
