Datum,URL,CDU/CSU,SPD,GRÜNE,FDP,LINKE,AfD,FW,BSW,PIR,Sonstige,Befragte,Methode,Umfang
2019-11-30,FORSA,27.0,14.0,22.0,8.0,8.0,13.0,0.0,0.0,0.0,8.0,2.500,"",2500
2019-12-03,GMS,27.0,14.0,21.0,9.0,8.0,15.0,0.0,0.0,0.0,6.0,T • 1.004,T,1004
2019-12-05,DIMAP,25.0,13.0,23.0,9.0,8.0,15.0,0.0,0.0,0.0,7.0,1.507,"",1507
2019-12-07,EMNID,28.0,16.0,20.0,9.0,8.0,13.0,0.0,0.0,0.0,6.0,1.876,"",1876
2019-12-07,FORSA,28.0,11.0,22.0,9.0,8.0,14.0,0.0,0.0,0.0,8.0,2.502,"",2502
2019-12-12,DIMAP,27.0,14.0,21.0,8.0,8.0,15.0,0.0,0.0,0.0,7.0,1.038,"",1038
2019-12-13,POLITBAROMETER,27.0,13.0,23.0,8.0,9.0,14.0,0.0,0.0,0.0,6.0,1.366,"",1366
2019-12-14,EMNID,28.0,16.0,20.0,9.0,9.0,13.0,0.0,0.0,0.0,5.0,1.978,"",1978
2019-12-14,FORSA,28.0,12.0,22.0,8.0,9.0,13.0,0.0,0.0,0.0,8.0,2.502,"",2502
2019-12-18,YOUGOV,27.0,13.0,21.0,7.0,10.0,15.0,0.0,0.0,0.0,7.0,O • 1.586,O,1586
2019-12-19,ALLENSBACH,28.5,15.0,21.0,7.0,8.5,15.0,0.0,0.0,0.0,5.0,1.270,"",1270
2019-12-21,EMNID,27.0,15.0,20.0,9.0,9.0,14.0,0.0,0.0,0.0,6.0,1.899,"",1899
2019-12-21,FORSA,28.0,13.0,22.0,8.0,8.0,13.0,0.0,0.0,0.0,8.0,2.501,"",2501
2020-01-03,GMS,28.0,13.0,21.0,9.0,8.0,14.0,0.0,0.0,0.0,7.0,T • 1.005,T,1005
2020-01-09,DIMAP,27.0,13.0,23.0,9.0,8.0,14.0,0.0,0.0,0.0,6.0,1.506,"",1506
2020-01-11,EMNID,27.0,14.0,21.0,9.0,9.0,14.0,0.0,0.0,0.0,6.0,1.829,"",1829
2020-01-11,FORSA,28.0,12.0,22.0,9.0,8.0,13.0,0.0,0.0,0.0,8.0,2.503,"",2503
2020-01-16,POLITBAROMETER,27.0,14.0,23.0,7.0,9.0,14.0,0.0,0.0,0.0,6.0,1.282,"",1282
2020-01-18,EMNID,26.0,15.0,21.0,9.0,9.0,14.0,0.0,0.0,0.0,6.0,2.009,"",2009
2020-01-18,FORSA,28.0,13.0,22.0,8.0,9.0,13.0,0.0,0.0,0.0,7.0,2.504,"",2504
2020-01-23,DIMAP,26.0,14.0,24.0,8.0,8.0,14.0,0.0,0.0,0.0,6.0,1.043,"",1043
2020-01-25,EMNID,26.0,14.0,21.0,9.0,10.0,15.0,0.0,0.0,0.0,5.0,2.100,"",2100
2020-01-25,FORSA,28.0,12.0,23.0,9.0,9.0,12.0,0.0,0.0,0.0,7.0,2.507,"",2507
2020-01-29,ALLENSBACH,28.5,14.0,23.5,8.0,8.0,13.0,0.0,0.0,0.0,5.0,1.273,"",1273
2020-02-01,EMNID,27.0,15.0,21.0,8.0,9.0,14.0,0.0,0.0,0.0,6.0,1.442,"",1442
2020-02-01,FORSA,28.0,12.0,23.0,9.0,9.0,11.0,0.0,0.0,0.0,8.0,2.504,"",2504
2020-02-06,DIMAP,27.0,14.0,22.0,8.0,9.0,14.0,0.0,0.0,0.0,6.0,1.503,"",1503
2020-02-07,POLITBAROMETER,27.0,14.0,22.0,6.0,10.0,14.0,0.0,0.0,0.0,7.0,1.067,"",1067
2020-02-08,FORSA,28.0,14.0,23.0,8.0,9.0,10.0,0.0,0.0,0.0,8.0,2.503,"",2503
2020-02-09,EMNID,28.0,15.0,20.0,8.0,9.0,15.0,0.0,0.0,0.0,5.0,1.889,"",1889
2020-02-13,DIMAP,26.0,16.0,22.0,7.0,9.0,14.0,0.0,0.0,0.0,6.0,1.007,"",1007
2020-02-15,EMNID,28.0,15.0,20.0,6.0,10.0,15.0,0.0,0.0,0.0,6.0,1.886,"",1886
2020-02-15,FORSA,27.0,14.0,24.0,6.0,10.0,11.0,0.0,0.0,0.0,8.0,2.502,"",2502
2020-02-19,ALLENSBACH,27.5,14.5,23.0,8.0,9.5,13.0,0.0,0.0,0.0,4.5,1.262,"",1262
2020-02-22,EMNID,27.0,15.0,20.0,7.0,10.0,14.0,0.0,0.0,0.0,7.0,1.417,"",1417
2020-02-22,FORSA,27.0,14.0,24.0,7.0,10.0,10.0,0.0,0.0,0.0,8.0,2.504,"",2504
2020-02-29,FORSA,27.0,16.0,24.0,5.0,10.0,10.0,0.0,0.0,0.0,8.0,2.505,"",2505
2020-03-01,EMNID,25.0,16.0,22.0,6.0,10.0,14.0,0.0,0.0,0.0,7.0,1.509,"",1509
2020-03-05,DIMAP,27.0,16.0,23.0,6.0,9.0,12.0,0.0,0.0,0.0,7.0,1.502,"",1502
2020-03-06,POLITBAROMETER,26.0,16.0,23.0,6.0,8.0,14.0,0.0,0.0,0.0,7.0,1.276,"",1276
2020-03-06,YOUGOV,27.0,15.0,21.0,6.0,10.0,14.0,0.0,0.0,0.0,7.0,O • 1.632,O,1632
2020-03-07,FORSA,26.0,15.0,24.0,6.0,10.0,11.0,0.0,0.0,0.0,8.0,2.503,"",2503
2020-03-08,EMNID,24.0,17.0,22.0,7.0,9.0,14.0,0.0,0.0,0.0,7.0,1.423,"",1423
2020-03-14,EMNID,26.0,17.0,21.0,7.0,8.0,14.0,0.0,0.0,0.0,7.0,1.414,"",1414
2020-03-14,FORSA,29.0,14.0,22.0,6.0,10.0,11.0,0.0,0.0,0.0,8.0,2.503,"",2503
2020-03-19,DIMAP,30.0,14.0,23.0,7.0,9.0,10.0,0.0,0.0,0.0,7.0,1.035,"",1035
2020-03-21,EMNID,28.0,16.0,21.0,7.0,9.0,13.0,0.0,0.0,0.0,6.0,1.603,"",1603
2020-03-21,FORSA,32.0,15.0,20.0,7.0,9.0,9.0,0.0,0.0,0.0,8.0,2.504,"",2504
2020-03-25,ALLENSBACH,29.0,16.5,23.0,7.0,8.0,11.5,0.0,0.0,0.0,5.0,1.219,"",1219
2020-03-26,FORSA,36.0,16.0,17.0,6.0,8.0,9.0,0.0,0.0,0.0,8.0,1.502,"",1502
2020-03-27,POLITBAROMETER,33.0,15.0,22.0,6.0,8.0,10.0,0.0,0.0,0.0,6.0,1.473,"",1473
2020-03-28,EMNID,32.0,18.0,19.0,6.0,9.0,11.0,0.0,0.0,0.0,5.0,1.441,"",1441
2020-03-28,FORSA,36.0,16.0,17.0,6.0,8.0,9.0,0.0,0.0,0.0,8.0,2.511,"",2511
2020-04-02,DIMAP,34.0,16.0,22.0,5.0,7.0,10.0,0.0,0.0,0.0,6.0,1.502,"",1502
2020-04-03,YOUGOV,34.0,16.0,18.0,6.0,9.0,12.0,0.0,0.0,0.0,5.0,O • 1.615,O,1615
2020-04-04,EMNID,33.0,18.0,18.0,6.0,9.0,11.0,0.0,0.0,0.0,5.0,1.426,"",1426
2020-04-04,FORSA,37.0,17.0,16.0,6.0,8.0,9.0,0.0,0.0,0.0,7.0,2.506,"",2506
2020-04-09,POLITBAROMETER,35.0,17.0,20.0,5.0,7.0,10.0,0.0,0.0,0.0,6.0,1.175,"",1175
2020-04-11,EMNID,37.0,17.0,16.0,6.0,9.0,10.0,0.0,0.0,0.0,5.0,1.912,"",1912
2020-04-11,FORSA,37.0,17.0,16.0,5.0,8.0,10.0,0.0,0.0,0.0,7.0,2.001,"",2001
2020-04-16,DIMAP,38.0,17.0,19.0,5.0,7.0,9.0,0.0,0.0,0.0,5.0,1.057,"",1057
2020-04-18,EMNID,37.0,18.0,16.0,7.0,8.0,9.0,0.0,0.0,0.0,5.0,1.534,"",1534
2020-04-18,FORSA,39.0,16.0,15.0,5.0,8.0,10.0,0.0,0.0,0.0,7.0,2.002,"",2002
2020-04-24,ALLENSBACH,38.0,16.0,19.0,6.0,7.0,9.0,0.0,0.0,0.0,5.0,1.152,"",1152
2020-04-24,POLITBAROMETER,39.0,16.0,18.0,5.0,7.0,9.0,0.0,0.0,0.0,6.0,1.323,"",1323
2020-04-25,EMNID,38.0,16.0,15.0,6.0,9.0,11.0,0.0,0.0,0.0,5.0,2.003,"",2003
2020-04-25,FORSA,39.0,16.0,15.0,6.0,8.0,9.0,0.0,0.0,0.0,7.0,2.505,"",2505
2020-04-27,GMS,38.0,16.0,16.0,6.0,8.0,10.0,0.0,0.0,0.0,6.0,T • 1.002,T,1002
2020-04-30,YOUGOV,37.0,16.0,16.0,5.0,9.0,11.0,0.0,0.0,0.0,6.0,O • 1.636,O,1636
2020-05-02,EMNID,37.0,15.0,15.0,6.0,9.0,12.0,0.0,0.0,0.0,6.0,1.443,"",1443
2020-05-02,FORSA,38.0,17.0,14.0,6.0,8.0,10.0,0.0,0.0,0.0,7.0,2.004,"",2004
2020-05-07,DIMAP,39.0,16.0,18.0,5.0,8.0,9.0,0.0,0.0,0.0,5.0,1.503,"",1503
2020-05-09,EMNID,38.0,17.0,14.0,5.0,8.0,12.0,0.0,0.0,0.0,6.0,1.426,"",1426
2020-05-09,FORSA,40.0,15.0,15.0,6.0,7.0,10.0,0.0,0.0,0.0,7.0,2.503,"",2503
2020-05-14,DIMAP,38.0,15.0,18.0,6.0,7.0,10.0,0.0,0.0,0.0,6.0,1.074,"",1074
2020-05-15,POLITBAROMETER,38.0,15.0,18.0,5.0,8.0,10.0,0.0,0.0,0.0,6.0,1.282,"",1282
2020-05-16,EMNID,39.0,16.0,14.0,6.0,8.0,11.0,0.0,0.0,0.0,6.0,1.559,"",1559
2020-05-16,FORSA,39.0,15.0,16.0,6.0,8.0,9.0,0.0,0.0,0.0,7.0,2.509,"",2509
2020-05-22,ALLENSBACH,38.0,15.5,19.0,5.5,7.0,9.0,0.0,0.0,0.0,6.0,1.013,"",1013
2020-05-23,EMNID,38.0,16.0,15.0,7.0,8.0,10.0,0.0,0.0,0.0,6.0,1.914,"",1914
2020-05-23,FORSA,40.0,15.0,16.0,5.0,8.0,9.0,0.0,0.0,0.0,7.0,2.002,"",2002
2020-05-28,YOUGOV,37.0,15.0,16.0,5.0,9.0,11.0,0.0,0.0,0.0,7.0,O • 1.584,O,1584
2020-05-29,POLITBAROMETER,39.0,15.0,19.0,4.0,8.0,9.0,0.0,0.0,0.0,6.0,1.377,"",1377
2020-05-30,EMNID,40.0,16.0,15.0,8.0,7.0,9.0,0.0,0.0,0.0,5.0,1.934,"",1934
2020-05-30,FORSA,40.0,15.0,16.0,5.0,8.0,9.0,0.0,0.0,0.0,7.0,2.500,"",2500
2020-06-04,DIMAP,38.0,15.0,19.0,6.0,8.0,9.0,0.0,0.0,0.0,5.0,1.505,"",1505
2020-06-06,EMNID,38.0,15.0,16.0,7.0,8.0,8.0,0.0,0.0,0.0,8.0,1.428,"",1428
2020-06-06,FORSA,40.0,16.0,15.0,6.0,8.0,8.0,0.0,0.0,0.0,7.0,2.002,"",2002
2020-06-12,POLITBAROMETER,39.0,15.0,20.0,4.0,7.0,9.0,0.0,0.0,0.0,6.0,1.270,"",1270
2020-06-13,EMNID,39.0,15.0,17.0,7.0,7.0,9.0,0.0,0.0,0.0,6.0,1.934,"",1934
2020-06-13,FORSA,40.0,14.0,17.0,6.0,8.0,8.0,0.0,0.0,0.0,7.0,2.504,"",2504
2020-06-15,GMS,39.0,15.0,17.0,6.0,8.0,9.0,0.0,0.0,0.0,6.0,T • 1.002,T,1002
2020-06-18,ALLENSBACH,40.0,16.0,18.5,4.5,7.0,9.5,0.0,0.0,0.0,4.5,1.314,"",1314
2020-06-20,EMNID,38.0,15.0,17.0,7.0,8.0,10.0,0.0,0.0,0.0,5.0,2.403,"",2403
2020-06-20,FORSA,39.0,14.0,18.0,5.0,8.0,9.0,0.0,0.0,0.0,7.0,2.501,"",2501
2020-06-25,DIMAP,37.0,16.0,20.0,5.0,7.0,10.0,0.0,0.0,0.0,5.0,1.068,"",1068
2020-06-26,POLITBAROMETER,40.0,15.0,19.0,5.0,7.0,9.0,0.0,0.0,0.0,5.0,1.227,"",1227
2020-06-26,YOUGOV,37.0,15.0,17.0,5.0,9.0,11.0,0.0,0.0,0.0,6.0,O • 1.636,O,1636
2020-06-27,EMNID,37.0,16.0,18.0,6.0,8.0,10.0,0.0,0.0,0.0,5.0,1.550,"",1550
2020-06-27,FORSA,38.0,14.0,17.0,6.0,8.0,10.0,0.0,0.0,0.0,7.0,2.501,"",2501
2020-07-02,DIMAP,37.0,16.0,20.0,5.0,7.0,10.0,0.0,0.0,0.0,5.0,1.503,"",1503
2020-07-04,EMNID,37.0,16.0,19.0,6.0,8.0,10.0,0.0,0.0,0.0,4.0,1.436,"",1436
2020-07-04,FORSA,38.0,14.0,18.0,5.0,8.0,10.0,0.0,0.0,0.0,7.0,2.503,"",2503
2020-07-10,POLITBAROMETER,39.0,15.0,20.0,5.0,7.0,9.0,0.0,0.0,0.0,5.0,1.226,"",1226
2020-07-11,FORSA,38.0,14.0,18.0,6.0,7.0,10.0,0.0,0.0,0.0,7.0,2.500,"",2500
2020-07-12,EMNID,38.0,15.0,17.0,6.0,8.0,11.0,0.0,0.0,0.0,5.0,1.426,"",1426
2020-07-18,EMNID,38.0,16.0,17.0,6.0,8.0,10.0,0.0,0.0,0.0,5.0,1.449,"",1449
2020-07-18,FORSA,38.0,14.0,18.0,6.0,8.0,9.0,0.0,0.0,0.0,7.0,2.501,"",2501
2020-07-22,ALLENSBACH,38.0,15.5,20.0,5.5,7.5,9.0,0.0,0.0,0.0,4.5,1.237,"",1237
2020-07-23,DIMAP,37.0,14.0,20.0,5.0,7.0,11.0,0.0,0.0,0.0,6.0,1.064,"",1064
2020-07-25,FORSA,38.0,14.0,18.0,6.0,8.0,9.0,0.0,0.0,0.0,7.0,2.504,"",2504
2020-07-26,EMNID,37.0,15.0,18.0,6.0,8.0,11.0,0.0,0.0,0.0,5.0,2.031,"",2031
2020-07-27,GMS,38.0,14.0,19.0,6.0,6.0,10.0,0.0,0.0,0.0,7.0,T • 1.003,T,1003
2020-07-31,POLITBAROMETER,38.0,14.0,21.0,5.0,8.0,9.0,0.0,0.0,0.0,5.0,1.249,"",1249
2020-08-01,FORSA,38.0,14.0,18.0,6.0,8.0,8.0,0.0,0.0,0.0,8.0,2.504,"",2504
2020-08-02,EMNID,37.0,16.0,17.0,6.0,8.0,10.0,0.0,0.0,0.0,6.0,1.449,"",1449
2020-08-06,DIMAP,38.0,15.0,18.0,6.0,7.0,11.0,0.0,0.0,0.0,5.0,1.511,"",1511
2020-08-06,YOUGOV,36.0,14.0,18.0,6.0,9.0,11.0,0.0,0.0,0.0,6.0,O • 1.623,O,1623
2020-08-08,FORSA,38.0,14.0,18.0,6.0,8.0,8.0,0.0,0.0,0.0,8.0,2.502,"",2502
2020-08-09,EMNID,38.0,15.0,18.0,6.0,8.0,11.0,0.0,0.0,0.0,4.0,1.564,"",1564
2020-08-15,FORSA,36.0,16.0,20.0,6.0,6.0,9.0,0.0,0.0,0.0,7.0,2.501,"",2501
2020-08-16,EMNID,36.0,18.0,16.0,6.0,8.0,11.0,0.0,0.0,0.0,5.0,1.912,"",1912
2020-08-20,DIMAP,37.0,16.0,17.0,6.0,8.0,10.0,0.0,0.0,0.0,6.0,1.065,"",1065
2020-08-22,FORSA,36.0,16.0,19.0,5.0,7.0,9.0,0.0,0.0,0.0,8.0,2.504,"",2504
2020-08-23,EMNID,36.0,17.0,16.0,7.0,8.0,10.0,0.0,0.0,0.0,6.0,2.107,"",2107
2020-08-27,ALLENSBACH,38.0,17.0,19.0,5.5,7.0,9.0,0.0,0.0,0.0,4.5,1.231,"",1231
2020-08-28,POLITBAROMETER,38.0,16.0,19.0,5.0,8.0,9.0,0.0,0.0,0.0,5.0,1.303,"",1303
2020-08-28,YOUGOV,36.0,16.0,18.0,5.0,8.0,11.0,0.0,0.0,0.0,6.0,O • 1.611,O,1611
2020-08-29,FORSA,36.0,16.0,19.0,5.0,7.0,9.0,0.0,0.0,0.0,8.0,2.502,"",2502
2020-08-30,EMNID,36.0,16.0,18.0,6.0,8.0,11.0,0.0,0.0,0.0,5.0,1.597,"",1597
2020-09-03,DIMAP,36.0,17.0,19.0,6.0,7.0,10.0,0.0,0.0,0.0,5.0,1.527,"",1527
2020-09-05,FORSA,36.0,16.0,18.0,5.0,9.0,9.0,0.0,0.0,0.0,7.0,2.503,"",2503
2020-09-06,EMNID,36.0,17.0,18.0,6.0,7.0,11.0,0.0,0.0,0.0,5.0,1.447,"",1447
2020-09-12,FORSA,36.0,16.0,18.0,5.0,9.0,9.0,0.0,0.0,0.0,7.0,2.501,"",2501
2020-09-13,EMNID,36.0,17.0,18.0,6.0,8.0,10.0,0.0,0.0,0.0,5.0,1.446,"",1446
2020-09-17,DIMAP,36.0,16.0,20.0,5.0,8.0,10.0,0.0,0.0,0.0,5.0,1.051,"",1051
2020-09-17,POLITBAROMETER,37.0,17.0,19.0,5.0,7.0,10.0,0.0,0.0,0.0,5.0,1.241,"",1241
2020-09-19,EMNID,36.0,16.0,18.0,5.0,8.0,11.0,0.0,0.0,0.0,6.0,1.534,"",1534
2020-09-19,FORSA,36.0,14.0,22.0,5.0,8.0,8.0,0.0,0.0,0.0,7.0,2.501,"",2501
2020-09-22,ALLENSBACH,37.0,17.0,19.5,6.0,7.0,9.0,0.0,0.0,0.0,4.5,1.043,"",1043
2020-09-25,YOUGOV,35.0,15.0,18.0,5.0,9.0,12.0,0.0,0.0,0.0,6.0,O • 1.623,O,1623
2020-09-26,FORSA,35.0,15.0,21.0,6.0,8.0,9.0,0.0,0.0,0.0,6.0,2.504,"",2504
2020-09-27,EMNID,36.0,16.0,18.0,6.0,8.0,11.0,0.0,0.0,0.0,5.0,1.509,"",1509
2020-10-01,DIMAP,35.0,15.0,21.0,6.0,8.0,10.0,0.0,0.0,0.0,5.0,1.501,"",1501
2020-10-03,FORSA,36.0,15.0,20.0,6.0,7.0,9.0,0.0,0.0,0.0,7.0,2.502,"",2502
2020-10-04,EMNID,35.0,16.0,18.0,6.0,9.0,11.0,0.0,0.0,0.0,5.0,2.397,"",2397
2020-10-09,POLITBAROMETER,37.0,16.0,20.0,5.0,7.0,10.0,0.0,0.0,0.0,5.0,1.229,"",1229
2020-10-10,FORSA,36.0,15.0,20.0,5.0,8.0,9.0,0.0,0.0,0.0,7.0,2.504,"",2504
2020-10-11,EMNID,34.0,17.0,20.0,5.0,8.0,9.0,0.0,0.0,0.0,7.0,1.411,"",1411
2020-10-13,GMS,36.0,16.0,20.0,5.0,7.0,10.0,0.0,0.0,0.0,6.0,T • 1.005,T,1005
2020-10-15,DIMAP,35.0,15.0,20.0,6.0,7.0,11.0,0.0,0.0,0.0,6.0,1.038,"",1038
2020-10-17,EMNID,35.0,16.0,19.0,6.0,8.0,10.0,0.0,0.0,0.0,6.0,2.407,"",2407
2020-10-17,FORSA,36.0,15.0,20.0,6.0,7.0,9.0,0.0,0.0,0.0,7.0,2.501,"",2501
2020-10-23,ALLENSBACH,35.5,17.0,20.0,6.0,7.0,10.0,0.0,0.0,0.0,4.5,1.045,"",1045
2020-10-23,POLITBAROMETER,38.0,15.0,20.0,5.0,8.0,9.0,0.0,0.0,0.0,5.0,1.297,"",1297
2020-10-24,EMNID,35.0,15.0,19.0,6.0,8.0,11.0,0.0,0.0,0.0,6.0,1.434,"",1434
2020-10-24,FORSA,36.0,15.0,20.0,6.0,7.0,9.0,0.0,0.0,0.0,7.0,2.503,"",2503
2020-10-30,YOUGOV,35.0,15.0,18.0,6.0,9.0,12.0,0.0,0.0,0.0,5.0,O • 1.656,O,1656
2020-10-31,FORSA,35.0,16.0,19.0,6.0,8.0,10.0,0.0,0.0,0.0,6.0,2.503,"",2503
2020-11-01,EMNID,35.0,15.0,19.0,7.0,8.0,10.0,0.0,0.0,0.0,6.0,1.987,"",1987
2020-11-07,FORSA,36.0,15.0,18.0,6.0,8.0,10.0,0.0,0.0,0.0,7.0,2.502,"",2502
2020-11-08,EMNID,36.0,16.0,18.0,7.0,8.0,9.0,0.0,0.0,0.0,6.0,1.415,"",1415
2020-11-09,GMS,37.0,15.0,19.0,5.0,7.0,10.0,0.0,0.0,0.0,7.0,T • 1.007,T,1007
2020-11-12,DIMAP,36.0,15.0,20.0,6.0,7.0,10.0,0.0,0.0,0.0,6.0,1.504,"",1504
2020-11-13,POLITBAROMETER,37.0,16.0,20.0,5.0,7.0,9.0,0.0,0.0,0.0,6.0,1.347,"",1347
2020-11-14,FORSA,36.0,15.0,19.0,5.0,8.0,10.0,0.0,0.0,0.0,7.0,2.502,"",2502
2020-11-15,EMNID,35.0,15.0,19.0,7.0,8.0,9.0,0.0,0.0,0.0,7.0,2.405,"",2405
2020-11-18,ALLENSBACH,37.0,17.0,18.0,6.5,7.5,9.5,0.0,0.0,0.0,4.5,1.286,"",1286
2020-11-21,FORSA,36.0,16.0,19.0,6.0,7.0,9.0,0.0,0.0,0.0,7.0,2.505,"",2505
2020-11-22,EMNID,36.0,16.0,18.0,7.0,7.0,9.0,0.0,0.0,0.0,7.0,1.927,"",1927
2020-11-26,DIMAP,35.0,15.0,21.0,7.0,7.0,11.0,0.0,0.0,0.0,4.0,1.047,"",1047
2020-11-26,YOUGOV,37.0,15.0,18.0,6.0,9.0,10.0,0.0,0.0,0.0,5.0,O • 1.632,O,1632
2020-11-27,POLITBAROMETER,37.0,16.0,21.0,5.0,7.0,9.0,0.0,0.0,0.0,5.0,1.330,"",1330
2020-11-28,FORSA,37.0,15.0,21.0,6.0,8.0,7.0,0.0,0.0,0.0,6.0,2.500,"",2500
2020-11-29,EMNID,34.0,16.0,18.0,8.0,8.0,9.0,0.0,0.0,0.0,7.0,1.517,"",1517
2020-12-03,DIMAP,36.0,15.0,21.0,6.0,7.0,10.0,0.0,0.0,0.0,5.0,1.507,"",1507
2020-12-05,FORSA,36.0,15.0,20.0,6.0,8.0,8.0,0.0,0.0,0.0,7.0,2.507,"",2507
2020-12-06,EMNID,35.0,15.0,19.0,7.0,8.0,10.0,0.0,0.0,0.0,6.0,1.438,"",1438
2020-12-10,DIMAP,36.0,16.0,20.0,6.0,7.0,9.0,0.0,0.0,0.0,6.0,1.004,"",1004
2020-12-10,POLITBAROMETER,37.0,16.0,20.0,5.0,8.0,10.0,0.0,0.0,0.0,4.0,1.246,"",1246
2020-12-12,FORSA,37.0,15.0,20.0,5.0,8.0,8.0,0.0,0.0,0.0,7.0,2.503,"",2503
2020-12-13,EMNID,35.0,16.0,19.0,7.0,7.0,10.0,0.0,0.0,0.0,6.0,2.374,"",2374
2020-12-16,ALLENSBACH,37.0,16.5,19.0,7.0,7.0,9.0,0.0,0.0,0.0,4.5,1.022,"",1022
2020-12-19,EMNID,35.0,17.0,19.0,6.0,8.0,10.0,0.0,0.0,0.0,5.0,2.401,"",2401
2020-12-19,FORSA,37.0,15.0,19.0,6.0,8.0,8.0,0.0,0.0,0.0,7.0,2.505,"",2505
2020-12-26,FORSA,36.0,15.0,18.0,6.0,9.0,9.0,0.0,0.0,0.0,7.0,1.501,"",1501
2021-01-04,GMS,37.0,16.0,18.0,6.0,8.0,9.0,0.0,0.0,0.0,6.0,T • 1.004,T,1004
2021-01-06,YOUGOV,36.0,15.0,18.0,6.0,9.0,10.0,0.0,0.0,0.0,6.0,O • 1.588,O,1588
2021-01-07,DIMAP,35.0,14.0,21.0,7.0,7.0,10.0,0.0,0.0,0.0,6.0,1.520,"",1520
2021-01-09,FORSA,36.0,14.0,20.0,7.0,8.0,8.0,0.0,0.0,0.0,7.0,2.503,"",2503
2021-01-15,POLITBAROMETER,37.0,15.0,20.0,5.0,8.0,10.0,0.0,0.0,0.0,5.0,1.262,"",1262
2021-01-17,EMNID,36.0,15.0,18.0,7.0,8.0,10.0,0.0,0.0,0.0,6.0,2.398,"",2398
2021-01-18,FORSA,35.0,15.0,19.0,7.0,8.0,9.0,0.0,0.0,0.0,7.0,2.014,"",2014
2021-01-18,FORSA,35.0,15.0,20.0,6.0,8.0,9.0,0.0,0.0,0.0,7.0,2.504,"",2504
2021-01-21,DIMAP,34.0,15.0,21.0,7.0,6.0,10.0,0.0,0.0,0.0,7.0,1.027,"",1027
2021-01-24,EMNID,35.0,15.0,20.0,7.0,8.0,9.0,0.0,0.0,0.0,6.0,1.922,"",1922
2021-01-26,FORSA,37.0,15.0,18.0,7.0,7.0,9.0,0.0,0.0,0.0,7.0,3.005,"",3005
2021-01-28,ALLENSBACH,37.0,16.0,20.0,6.5,7.5,9.0,0.0,0.0,0.0,4.0,1.080,"",1080
2021-01-28,POLITBAROMETER,37.0,15.0,20.0,6.0,7.0,9.0,0.0,0.0,0.0,6.0,1.371,"",1371
2021-01-31,EMNID,36.0,15.0,19.0,7.0,8.0,9.0,0.0,0.0,0.0,6.0,1.427,"",1427
2021-02-02,FORSA,37.0,15.0,19.0,6.0,8.0,8.0,0.0,0.0,0.0,7.0,2.503,"",2503
2021-02-04,DIMAP,34.0,15.0,21.0,8.0,6.0,10.0,0.0,0.0,0.0,6.0,1.503,"",1503
2021-02-04,YOUGOV,36.0,15.0,18.0,7.0,9.0,10.0,0.0,0.0,0.0,5.0,O • 1.606,O,1606
2021-02-07,EMNID,36.0,16.0,19.0,7.0,7.0,9.0,0.0,0.0,0.0,6.0,1.412,"",1412
2021-02-09,FORSA,37.0,15.0,19.0,7.0,7.0,8.0,0.0,0.0,0.0,7.0,2.501,"",2501
2021-02-14,EMNID,35.0,17.0,18.0,8.0,7.0,10.0,0.0,0.0,0.0,5.0,1.569,"",1569
2021-02-15,GMS,37.0,17.0,18.0,7.0,7.0,9.0,0.0,0.0,0.0,5.0,T • 1.005,T,1005
2021-02-16,FORSA,35.0,16.0,19.0,7.0,8.0,8.0,0.0,0.0,0.0,7.0,2.502,"",2502
2021-02-18,DIMAP,33.0,16.0,20.0,8.0,6.0,11.0,0.0,0.0,0.0,6.0,1.025,"",1025
2021-02-20,EMNID,34.0,16.0,19.0,8.0,8.0,9.0,0.0,0.0,0.0,6.0,1.905,"",1905
2021-02-23,FORSA,35.0,16.0,19.0,8.0,7.0,8.0,0.0,0.0,0.0,7.0,2.505,"",2505
2021-02-25,ALLENSBACH,37.0,15.0,20.0,7.0,7.0,9.5,0.0,0.0,0.0,4.5,1.082,"",1082
2021-02-26,POLITBAROMETER,35.0,16.0,19.0,7.0,7.0,10.0,0.0,0.0,0.0,6.0,1.202,"",1202
2021-02-26,YOUGOV,33.0,16.0,18.0,8.0,8.0,11.0,0.0,0.0,0.0,6.0,O • 1.619,O,1619
2021-02-27,EMNID,34.0,16.0,18.0,8.0,9.0,9.0,0.0,0.0,0.0,6.0,1.869,"",1869
2021-03-02,FORSA,34.0,16.0,19.0,7.0,8.0,9.0,0.0,0.0,0.0,7.0,2.501,"",2501
2021-03-04,DIMAP,33.0,16.0,20.0,7.0,7.0,11.0,0.0,0.0,0.0,6.0,1.296,"",1296
2021-03-07,EMNID,32.0,16.0,19.0,9.0,9.0,10.0,0.0,0.0,0.0,5.0,2.410,"",2410
2021-03-10,FORSA,33.0,16.0,18.0,8.0,8.0,10.0,0.0,0.0,0.0,7.0,2.510,"",2510
2021-03-14,EMNID,31.0,16.0,19.0,8.0,8.0,11.0,0.0,0.0,0.0,7.0,2.378,"",2378
2021-03-17,FORSA,29.0,16.0,21.0,8.0,8.0,10.0,0.0,0.0,0.0,8.0,2.501,"",2501
2021-03-18,DIMAP,29.0,17.0,20.0,9.0,7.0,11.0,0.0,0.0,0.0,7.0,1.207,"",1207
2021-03-20,EMNID,27.0,17.0,22.0,10.0,8.0,10.0,0.0,0.0,0.0,6.0,1.942,"",1942
