Datum,URL,Umfang,Methode,Partei,Anteil
2015-04-02,DIMAP,1501,"",AfD,6.0
2015-04-04,EMNID,2299,"",AfD,5.0
2015-04-08,FORSA,2001,"",AfD,6.0
2015-04-11,EMNID,1404,"",AfD,5.0
2015-04-15,FORSA,2004,"",AfD,5.0
2015-04-18,EMNID,2326,"",AfD,6.0
2015-04-22,FORSA,2502,"",AfD,6.0
2015-04-24,DIMAP,1002,"",AfD,6.0
2015-04-25,EMNID,3210,"",AfD,6.0
2015-04-29,FORSA,2506,"",AfD,4.0
2015-05-03,EMNID,3631,"",AfD,6.0
2015-05-06,FORSA,2001,"",AfD,4.0
2015-05-07,DIMAP,1506,"",AfD,6.0
2015-05-09,EMNID,1848,"",AfD,6.0
2015-05-12,FORSA,2502,"",AfD,5.0
2015-05-16,EMNID,1941,"",AfD,5.0
2015-05-20,FORSA,2003,"",AfD,5.0
2015-05-21,DIMAP,1011,"",AfD,5.0
2015-05-23,EMNID,2302,"",AfD,5.0
2015-05-27,FORSA,2503,"",AfD,4.0
2015-05-30,EMNID,1816,"",AfD,5.0
2015-06-02,FORSA,2502,"",AfD,5.0
2015-06-03,DIMAP,1503,"",AfD,5.0
2015-06-06,EMNID,1467,"",AfD,5.0
2015-06-10,FORSA,2504,"",AfD,4.0
2015-06-13,EMNID,2277,"",AfD,5.0
2015-06-17,FORSA,2502,"",AfD,5.0
2015-06-19,DIMAP,1001,"",AfD,5.0
2015-06-20,EMNID,2716,"",AfD,5.0
2015-06-24,FORSA,2501,"",AfD,4.0
2015-06-27,EMNID,2746,"",AfD,5.0
2015-07-01,FORSA,2505,"",AfD,4.0
2015-07-02,DIMAP,1501,"",AfD,5.0
2015-07-04,EMNID,2247,"",AfD,5.0
2015-07-08,FORSA,2502,"",AfD,4.0
2015-07-12,EMNID,1842,"",AfD,3.0
2015-07-14,FORSA,2503,"",AfD,4.0
2015-07-17,DIMAP,1029,"",AfD,4.0
2015-07-18,EMNID,1942,"",AfD,4.0
2015-07-22,FORSA,2501,"",AfD,4.0
2015-07-25,EMNID,1471,"",AfD,3.0
2015-07-29,FORSA,2501,"",AfD,3.0
2015-07-30,DIMAP,1504,"",AfD,4.0
2015-08-01,EMNID,1860,"",AfD,3.0
2015-08-05,FORSA,2501,"",AfD,3.0
2015-08-08,EMNID,1858,"",AfD,4.0
2015-08-12,FORSA,2500,"",AfD,3.0
2015-08-14,DIMAP,1033,"",AfD,4.0
2015-08-16,EMNID,2436,"",AfD,3.0
2015-08-19,FORSA,2500,"",AfD,3.0
2015-08-22,EMNID,2311,"",AfD,4.0
2015-08-26,FORSA,2500,"",AfD,4.0
2015-08-29,EMNID,2311,"",AfD,4.0
2015-09-02,FORSA,2504,"",AfD,3.0
2015-09-03,DIMAP,1501,"",AfD,4.0
2015-09-05,EMNID,2800,"",AfD,4.0
2015-09-09,FORSA,2503,"",AfD,4.0
2015-09-11,DIMAP,1021,"",AfD,4.0
2015-09-12,EMNID,2332,"",AfD,4.0
2015-09-16,FORSA,2501,"",AfD,4.0
2015-09-19,EMNID,1882,"",AfD,5.0
2015-09-23,FORSA,2501,"",AfD,4.0
2015-09-26,EMNID,1956,"",AfD,6.0
2015-09-30,FORSA,2506,"",AfD,5.0
2015-10-01,DIMAP,1501,"",AfD,6.0
2015-10-03,EMNID,2329,"",AfD,5.0
2015-10-07,FORSA,2505,"",AfD,7.0
2015-10-10,EMNID,1871,"",AfD,6.0
2015-10-14,FORSA,2502,"",AfD,7.0
2015-10-17,EMNID,1496,"",AfD,7.0
2015-10-21,FORSA,2502,"",AfD,7.0
2015-10-23,DIMAP,1000,"",AfD,8.0
2015-10-24,EMNID,2312,"",AfD,7.0
2015-10-28,FORSA,2501,"",AfD,6.0
2015-10-31,EMNID,1869,"",AfD,8.0
2015-11-04,FORSA,2504,"",AfD,7.0
2015-11-05,DIMAP,1503,"",AfD,8.0
2015-11-07,EMNID,2442,"",AfD,9.0
2015-11-11,FORSA,2503,"",AfD,7.0
2015-11-14,EMNID,2412,"",AfD,8.0
2015-11-17,FORSA,2504,"",AfD,8.0
2015-11-20,DIMAP,1851,"",AfD,9.0
2015-11-21,EMNID,2319,"",AfD,7.0
2015-11-25,FORSA,2502,"",AfD,7.0
2015-11-28,EMNID,2356,"",AfD,8.0
2015-12-02,FORSA,2501,"",AfD,6.0
2015-12-03,DIMAP,1503,"",AfD,10.0
2015-12-05,EMNID,2352,"",AfD,8.0
2015-12-09,FORSA,2506,"",AfD,8.0
2015-12-12,EMNID,2321,"",AfD,8.0
2015-12-15,FORSA,2502,"",AfD,8.0
2015-12-18,DIMAP,1021,"",AfD,10.0
2015-12-19,EMNID,2821,"",AfD,8.0
2015-12-22,FORSA,2504,"",AfD,8.0
2015-12-26,EMNID,1832,"",AfD,9.0
2015-12-29,FORSA,1501,"",AfD,8.0
2016-01-06,FORSA,1503,"",AfD,8.0
2016-01-07,DIMAP,1504,"",AfD,9.0
2016-01-09,EMNID,940,"",AfD,8.0
2016-01-13,FORSA,2503,"",AfD,9.0
2016-01-15,DIMAP,1027,"",AfD,10.0
2016-01-16,EMNID,2016,"",AfD,9.0
2016-01-19,FORSA,2501,"",AfD,10.0
2016-01-23,EMNID,1875,"",AfD,10.0
2016-01-27,FORSA,2505,"",AfD,10.0
2016-01-30,EMNID,1638,"",AfD,12.0
2016-02-03,DIMAP,1504,"",AfD,12.0
2016-02-03,FORSA,2501,"",AfD,10.0
2016-02-06,EMNID,2306,"",AfD,12.0
2016-02-10,FORSA,2500,"",AfD,10.0
2016-02-13,EMNID,2090,"",AfD,12.0
2016-02-17,FORSA,2501,"",AfD,9.0
2016-02-20,EMNID,2409,"",AfD,12.0
2016-02-24,FORSA,2502,"",AfD,10.0
2016-02-26,DIMAP,1028,"",AfD,10.0
2016-02-27,EMNID,1978,"",AfD,11.0
2016-02-29,DIMAP,1505,"",AfD,11.0
2016-03-02,FORSA,2503,"",AfD,9.0
2016-03-05,EMNID,1869,"",AfD,11.0
2016-03-09,FORSA,2501,"",AfD,10.0
2016-03-12,EMNID,2340,"",AfD,11.0
2016-03-16,FORSA,2505,"",AfD,11.0
2016-03-19,EMNID,2424,"",AfD,13.0
2016-03-22,FORSA,2501,"",AfD,13.0
2016-03-24,DIMAP,1000,"",AfD,13.0
2016-03-26,EMNID,2828,"",AfD,12.0
2016-03-30,FORSA,2005,"",AfD,10.0
2016-04-02,EMNID,1405,"",AfD,13.0
2016-04-06,FORSA,2004,"",AfD,10.0
2016-04-07,DIMAP,1505,"",AfD,14.0
2016-04-09,EMNID,2240,"",AfD,12.0
2016-04-13,FORSA,2506,"",AfD,10.0
2016-04-16,EMNID,1941,"",AfD,11.0
2016-04-20,FORSA,2504,"",AfD,11.0
2016-04-22,DIMAP,1011,"",AfD,14.0
2016-04-23,EMNID,2393,"",AfD,12.0
2016-04-27,FORSA,2502,"",AfD,10.0
2016-04-30,EMNID,2805,"",AfD,13.0
2016-05-03,FORSA,2501,"",AfD,9.0
2016-05-04,DIMAP,1503,"",AfD,15.0
2016-05-07,EMNID,1838,"",AfD,14.0
2016-05-11,FORSA,2002,"",AfD,10.0
2016-05-14,EMNID,1922,"",AfD,13.0
2016-05-17,FORSA,2501,"",AfD,11.0
2016-05-20,DIMAP,1015,"",AfD,15.0
2016-05-21,EMNID,1485,"",AfD,13.0
2016-05-24,FORSA,2006,"",AfD,12.0
2016-05-28,EMNID,2881,"",AfD,14.0
2016-06-01,FORSA,2502,"",AfD,10.0
2016-06-02,DIMAP,1506,"",AfD,15.0
2016-06-04,EMNID,1851,"",AfD,12.0
2016-06-08,FORSA,2501,"",AfD,10.0
2016-06-11,EMNID,1838,"",AfD,11.0
2016-06-15,FORSA,2505,"",AfD,11.0
2016-06-17,DIMAP,1000,"",AfD,14.0
2016-06-18,EMNID,2744,"",AfD,12.0
2016-06-22,FORSA,2503,"",AfD,11.0
2016-06-25,EMNID,1905,"",AfD,12.0
2016-06-28,FORSA,2501,"",AfD,10.0
2016-07-02,EMNID,1936,"",AfD,11.0
2016-07-06,FORSA,2504,"",AfD,9.0
2016-07-07,DIMAP,1504,"",AfD,12.0
2016-07-09,EMNID,1402,"",AfD,10.0
2016-07-13,FORSA,2503,"",AfD,8.0
2016-07-15,DIMAP,1037,"",AfD,12.0
2016-07-16,EMNID,1973,"",AfD,10.0
2016-07-20,FORSA,2502,"",AfD,9.0
2016-07-23,EMNID,1870,"",AfD,10.0
2016-07-26,FORSA,2508,"",AfD,9.0
2016-07-30,EMNID,2815,"",AfD,12.0
2016-08-03,FORSA,2508,"",AfD,9.0
2016-08-04,DIMAP,1503,"",AfD,12.0
2016-08-06,EMNID,2815,"",AfD,11.0
2016-08-10,FORSA,2501,"",AfD,9.0
2016-08-13,EMNID,2352,"",AfD,11.0
2016-08-17,FORSA,2501,"",AfD,9.0
2016-08-20,EMNID,2358,"",AfD,10.0
2016-08-24,FORSA,2504,"",AfD,10.0
2016-08-26,DIMAP,1008,"",AfD,13.0
2016-08-27,EMNID,1981,"",AfD,11.0
2016-08-31,FORSA,2503,"",AfD,12.0
2016-09-01,DIMAP,1504,"",AfD,14.0
2016-09-03,EMNID,1966,"",AfD,12.0
2016-09-07,FORSA,2501,"",AfD,12.0
2016-09-10,EMNID,2423,"",AfD,13.0
2016-09-14,FORSA,2501,"",AfD,13.0
2016-09-17,EMNID,2780,"",AfD,14.0
2016-09-21,FORSA,2504,"",AfD,13.0
2016-09-23,DIMAP,1018,"",AfD,16.0
2016-09-24,EMNID,2798,"",AfD,14.0
2016-09-28,FORSA,2506,"",AfD,14.0
2016-10-01,EMNID,1939,"",AfD,12.0
2016-10-05,FORSA,2503,"",AfD,13.0
2016-10-06,DIMAP,1503,"",AfD,14.0
2016-10-08,EMNID,1866,"",AfD,12.0
2016-10-12,FORSA,2004,"",AfD,12.0
2016-10-15,EMNID,2827,"",AfD,13.0
2016-10-19,FORSA,2505,"",AfD,12.0
2016-10-20,DIMAP,1018,"",AfD,14.0
2016-10-22,EMNID,1961,"",AfD,13.0
2016-10-26,FORSA,2504,"",AfD,12.0
2016-10-29,EMNID,1840,"",AfD,12.0
2016-11-02,FORSA,2503,"",AfD,11.0
2016-11-03,DIMAP,1505,"",AfD,13.0
2016-11-05,EMNID,1678,"",AfD,12.0
2016-11-09,FORSA,2503,"",AfD,11.0
2016-11-12,EMNID,2782,"",AfD,12.0
2016-11-16,FORSA,2503,"",AfD,10.0
2016-11-18,DIMAP,1014,"",AfD,12.0
2016-11-19,EMNID,2859,"",AfD,13.0
2016-11-23,FORSA,2505,"",AfD,10.0
2016-11-26,EMNID,2426,"",AfD,12.0
2016-11-30,FORSA,2503,"",AfD,11.0
2016-12-03,EMNID,2658,"",AfD,12.0
2016-12-07,FORSA,2501,"",AfD,10.0
2016-12-08,DIMAP,1504,"",AfD,13.0
2016-12-10,EMNID,2426,"",AfD,13.0
2016-12-14,FORSA,2506,"",AfD,11.0
2016-12-16,DIMAP,1005,"",AfD,13.0
2016-12-17,EMNID,2411,"",AfD,12.0
2016-12-20,FORSA,2502,"",AfD,11.0
2016-12-24,EMNID,2326,"",AfD,13.0
2016-12-28,FORSA,2504,"",AfD,12.0
2017-01-04,FORSA,2001,"",AfD,12.0
2017-01-05,DIMAP,1505,"",AfD,15.0
2017-01-07,EMNID,834,"",AfD,12.0
2017-01-11,FORSA,2501,"",AfD,12.0
2017-01-14,EMNID,1878,"",AfD,12.0
2017-01-18,FORSA,2503,"",AfD,11.0
2017-01-21,EMNID,2805,"",AfD,12.0
2017-01-25,FORSA,2504,"",AfD,12.0
2017-01-27,DIMAP,1029,"",AfD,14.0
2017-01-28,EMNID,1996,"",AfD,11.0
2017-02-01,FORSA,2502,"",AfD,11.0
2017-02-02,DIMAP,1506,"",AfD,12.0
2017-02-04,EMNID,2233,"",AfD,11.0
2017-02-08,FORSA,2501,"",AfD,10.0
2017-02-11,EMNID,1966,"",AfD,10.0
2017-02-15,FORSA,2502,"",AfD,9.0
2017-02-18,EMNID,1885,"",AfD,9.0
2017-02-22,FORSA,2502,"",AfD,8.0
2017-02-23,DIMAP,1047,"",AfD,11.0
2017-02-25,EMNID,1880,"",AfD,9.0
2017-03-01,FORSA,2500,"",AfD,9.0
2017-03-04,EMNID,1403,"",AfD,10.0
2017-03-08,FORSA,2502,"",AfD,8.0
2017-03-09,DIMAP,1502,"",AfD,11.0
2017-03-11,EMNID,1882,"",AfD,8.0
2017-03-15,FORSA,2505,"",AfD,9.0
2017-03-18,EMNID,1832,"",AfD,9.0
2017-03-22,FORSA,2504,"",AfD,9.0
2017-03-23,DIMAP,1023,"",AfD,11.0
2017-03-25,EMNID,2450,"",AfD,9.0
2017-03-29,FORSA,2501,"",AfD,7.0
2017-04-01,EMNID,2416,"",AfD,8.0
2017-04-04,FORSA,2504,"",AfD,8.0
2017-04-08,EMNID,1958,"",AfD,9.0
2017-04-11,FORSA,2502,"",AfD,8.0
2017-04-13,DIMAP,1502,"",AfD,11.0
2017-04-15,EMNID,2436,"",AfD,9.0
2017-04-19,FORSA,2007,"",AfD,8.0
2017-04-20,DIMAP,934,"",AfD,10.0
2017-04-22,EMNID,1412,"",AfD,9.0
2017-04-26,FORSA,2002,"",AfD,9.0
2017-04-29,EMNID,2439,"",AfD,9.0
2017-05-03,FORSA,2502,"",AfD,8.0
2017-05-05,YOUGOV,1957,O,AfD,9.0
2017-05-06,EMNID,1935,"",AfD,9.0
2017-05-10,FORSA,2004,"",AfD,7.0
2017-05-11,DIMAP,1500,"",AfD,10.0
2017-05-12,YOUGOV,2010,O,AfD,9.0
2017-05-13,EMNID,1837,"",AfD,8.0
2017-05-17,FORSA,2506,"",AfD,7.0
2017-05-18,DIMAP,1017,"",AfD,9.0
2017-05-19,YOUGOV,2000,O,AfD,9.0
2017-05-20,EMNID,2413,"",AfD,8.0
2017-05-23,FORSA,2502,"",AfD,7.0
2017-05-27,EMNID,1703,"",AfD,8.0
2017-05-31,FORSA,2001,"",AfD,7.0
2017-06-02,YOUGOV,2040,O,AfD,9.0
2017-06-03,EMNID,1838,"",AfD,8.0
2017-06-07,FORSA,2501,"",AfD,7.0
2017-06-08,DIMAP,1503,"",AfD,9.0
2017-06-10,EMNID,1398,"",AfD,8.0
2017-06-13,FORSA,2004,"",AfD,7.0
2017-06-15,DIMAP,1018,"",AfD,8.0
2017-06-17,EMNID,2054,"",AfD,8.0
2017-06-21,FORSA,2505,"",AfD,7.0
2017-06-23,YOUGOV,1523,O,AfD,7.0
2017-06-24,EMNID,1363,"",AfD,8.0
2017-06-28,FORSA,2502,"",AfD,7.0
2017-06-29,FORSA,1507,"",AfD,7.0
2017-06-29,YOUGOV,2000,O,AfD,8.0
2017-07-01,EMNID,936,"",AfD,7.0
2017-07-05,FORSA,2503,"",AfD,7.0
2017-07-06,DIMAP,1500,"",AfD,9.0
2017-07-08,EMNID,1878,"",AfD,7.0
2017-07-11,FORSA,2501,"",AfD,8.0
2017-07-12,YOUGOV,1535,O,AfD,8.0
2017-07-15,EMNID,1263,"",AfD,8.0
2017-07-19,FORSA,2502,"",AfD,7.0
2017-07-22,EMNID,2349,"",AfD,8.0
2017-07-26,FORSA,2507,"",AfD,7.0
2017-07-27,DIMAP,1004,"",AfD,9.0
2017-07-27,YOUGOV,2000,O,AfD,8.0
2017-07-29,EMNID,1921,"",AfD,9.0
2017-08-02,FORSA,2501,"",AfD,8.0
2017-08-03,YOUGOV,2000,O,AfD,8.0
2017-08-05,EMNID,2453,"",AfD,8.0
2017-08-09,DIMAP,1505,"",AfD,8.0
2017-08-09,FORSA,2503,"",AfD,8.0
2017-08-10,YOUGOV,1513,O,AfD,9.0
2017-08-12,EMNID,1886,"",AfD,8.0
2017-08-16,FORSA,2507,"",AfD,8.0
2017-08-16,YOUGOV,1538,O,AfD,9.0
2017-08-19,EMNID,1426,"",AfD,7.0
2017-08-23,FORSA,2501,"",AfD,9.0
2017-08-24,DIMAP,1035,"",AfD,10.0
2017-08-24,YOUGOV,1520,O,AfD,9.0
2017-08-26,EMNID,1979,"",AfD,8.0
2017-08-30,FORSA,2501,"",AfD,9.0
2017-08-30,YOUGOV,1557,O,AfD,10.0
2017-08-31,DIMAP,1411,"",AfD,11.0
2017-09-02,EMNID,1889,"",AfD,8.0
2017-09-06,FORSA,2503,"",AfD,9.0
2017-09-06,YOUGOV,1617,O,AfD,11.0
2017-09-07,DIMAP,1503,"",AfD,11.0
2017-09-08,FORSA,2001,"",AfD,9.0
2017-09-09,EMNID,1869,"",AfD,9.0
2017-09-13,FORSA,2505,"",AfD,9.0
2017-09-13,YOUGOV,1600,O,AfD,10.0
2017-09-14,DIMAP,1503,"",AfD,12.0
2017-09-16,EMNID,1888,"",AfD,11.0
2017-09-19,FORSA,2501,"",AfD,9.0
2017-09-21,YOUGOV,1862,O,AfD,10.0
2017-09-22,EMNID,1994,"",AfD,11.0
2017-09-22,FORSA,2006,"",AfD,11.0
2017-09-29,POLITBAROMETER,1425,"",AfD,12.0
2017-09-30,EMNID,1038,"",AfD,12.0
2017-10-04,FORSA,2005,"",AfD,12.0
2017-10-07,EMNID,1490,"",AfD,12.0
2017-10-11,FORSA,2001,"",AfD,12.0
2017-10-12,DIMAP,1506,"",AfD,11.0
2017-10-13,POLITBAROMETER,1180,"",AfD,12.0
2017-10-14,EMNID,1960,"",AfD,12.0
2017-10-18,FORSA,2501,"",AfD,12.0
2017-10-19,GMS,1005,T,AfD,13.0
2017-10-20,DIMAP,1026,"",AfD,12.0
2017-10-21,EMNID,2304,"",AfD,12.0
2017-10-25,ALLENSBACH,1454,"",AfD,12.0
2017-10-25,FORSA,2503,"",AfD,11.0
2017-10-27,POLITBAROMETER,1325,"",AfD,12.0
2017-10-28,EMNID,2296,"",AfD,12.0
2017-11-01,FORSA,2500,"",AfD,11.0
2017-11-04,EMNID,1476,"",AfD,12.0
2017-11-06,FORSA,2005,"",AfD,12.0
2017-11-09,DIMAP,1505,"",AfD,13.0
2017-11-11,EMNID,1392,"",AfD,13.0
2017-11-13,FORSA,2506,"",AfD,12.0
2017-11-16,DIMAP,1382,"",AfD,12.0
2017-11-17,POLITBAROMETER,1303,"",AfD,11.0
2017-11-18,EMNID,1842,"",AfD,13.0
2017-11-20,DIMAP,1011,"",AfD,11.0
2017-11-20,FORSA,1789,"",AfD,12.0
2017-11-20,FORSA,2505,"",AfD,12.0
2017-11-25,EMNID,1225,"",AfD,11.0
2017-11-27,FORSA,2508,"",AfD,11.0
2017-11-29,YOUGOV,1570,O,AfD,13.0
2017-11-30,ALLENSBACH,1299,"",AfD,11.0
2017-12-02,EMNID,1888,"",AfD,12.0
2017-12-04,FORSA,2502,"",AfD,10.0
2017-12-04,GMS,1010,T,AfD,13.0
2017-12-07,DIMAP,1504,"",AfD,13.0
2017-12-08,POLITBAROMETER,1353,"",AfD,12.0
2017-12-09,EMNID,1880,"",AfD,12.0
2017-12-10,FORSA,1566,"",AfD,11.0
2017-12-10,FORSA,2500,"",AfD,11.0
2017-12-14,DIMAP,1029,"",AfD,13.0
2017-12-16,EMNID,1865,"",AfD,13.0
2017-12-16,FORSA,2501,"",AfD,12.0
2017-12-21,ALLENSBACH,1443,"",AfD,11.0
2017-12-23,EMNID,1861,"",AfD,12.0
2017-12-27,FORSA,2504,"",AfD,12.0
2017-12-28,YOUGOV,1489,O,AfD,13.0
2018-01-03,GMS,1005,T,AfD,14.0
2018-01-04,DIMAP,1506,"",AfD,13.0
2018-01-06,EMNID,1440,"",AfD,12.0
2018-01-07,FORSA,2003,"",AfD,10.0
2018-01-13,EMNID,1899,"",AfD,13.0
2018-01-15,FORSA,2501,"",AfD,11.0
2018-01-18,FORSA,1504,"",AfD,12.0
2018-01-19,POLITBAROMETER,1332,"",AfD,12.0
2018-01-20,EMNID,1419,"",AfD,13.0
2018-01-21,FORSA,2501,"",AfD,12.0
2018-01-22,FORSA,1282,"",AfD,13.0
2018-01-25,ALLENSBACH,1221,"",AfD,12.0
2018-01-25,DIMAP,1043,"",AfD,12.0
2018-01-25,YOUGOV,1566,O,AfD,14.0
2018-01-27,EMNID,1513,"",AfD,12.0
2018-01-29,FORSA,2505,"",AfD,12.0
2018-02-01,DIMAP,1502,"",AfD,14.0
2018-02-02,POLITBAROMETER,1302,"",AfD,14.0
2018-02-03,EMNID,1247,"",AfD,13.0
2018-02-05,FORSA,2507,"",AfD,13.0
2018-02-08,GMS,1007,T,AfD,14.0
2018-02-09,FORSA,1003,"",AfD,13.0
2018-02-10,EMNID,1226,"",AfD,12.0
2018-02-15,DIMAP,1001,"",AfD,15.0
2018-02-17,EMNID,1478,"",AfD,14.0
2018-02-17,FORSA,2501,"",AfD,13.0
2018-02-22,DIMAP,1052,"",AfD,14.0
2018-02-23,ALLENSBACH,1271,"",AfD,13.0
2018-02-23,POLITBAROMETER,1360,"",AfD,14.0
2018-02-24,EMNID,1985,"",AfD,15.0
2018-02-24,FORSA,2506,"",AfD,13.0
2018-02-28,YOUGOV,1585,O,AfD,16.0
2018-03-01,DIMAP,1502,"",AfD,15.0
2018-03-03,EMNID,1890,"",AfD,15.0
2018-03-03,FORSA,2505,"",AfD,13.0
2018-03-05,FORSA,1502,"",AfD,13.0
2018-03-10,EMNID,1869,"",AfD,13.0
2018-03-11,FORSA,2507,"",AfD,12.0
2018-03-16,POLITBAROMETER,1214,"",AfD,13.0
2018-03-17,EMNID,1959,"",AfD,14.0
2018-03-17,FORSA,2502,"",AfD,13.0
2018-03-21,ALLENSBACH,1256,"",AfD,12.5
2018-03-22,DIMAP,1038,"",AfD,13.0
2018-03-22,GMS,1003,T,AfD,13.0
2018-03-24,EMNID,1972,"",AfD,13.0
2018-03-24,FORSA,2502,"",AfD,14.0
2018-03-28,YOUGOV,1579,O,AfD,15.0
2018-03-31,EMNID,1982,"",AfD,12.0
2018-03-31,FORSA,2003,"",AfD,13.0
2018-04-05,DIMAP,1503,"",AfD,14.0
2018-04-07,EMNID,1414,"",AfD,13.0
2018-04-07,FORSA,2005,"",AfD,13.0
2018-04-13,POLITBAROMETER,1159,"",AfD,13.0
2018-04-14,EMNID,1786,"",AfD,14.0
2018-04-14,FORSA,2506,"",AfD,12.0
2018-04-19,DIMAP,1039,"",AfD,15.0
2018-04-21,EMNID,2437,"",AfD,13.0
2018-04-23,FORSA,2503,"",AfD,12.0
2018-04-25,ALLENSBACH,1279,"",AfD,12.0
2018-04-25,YOUGOV,1573,O,AfD,15.0
2018-04-27,GMS,1005,T,AfD,13.0
2018-04-27,POLITBAROMETER,1285,"",AfD,13.0
2018-04-28,EMNID,2350,"",AfD,14.0
2018-04-28,FORSA,2507,"",AfD,12.0
2018-05-05,EMNID,1507,"",AfD,14.0
2018-05-05,FORSA,2003,"",AfD,13.0
2018-05-09,DIMAP,1507,"",AfD,15.0
2018-05-12,EMNID,1489,"",AfD,14.0
2018-05-12,FORSA,2004,"",AfD,13.0
2018-05-17,ALLENSBACH,1253,"",AfD,11.5
2018-05-17,DIMAP,1009,"",AfD,14.0
2018-05-17,GMS,1003,T,AfD,14.0
2018-05-18,POLITBAROMETER,1200,"",AfD,14.0
2018-05-19,EMNID,2030,"",AfD,14.0
2018-05-19,FORSA,2502,"",AfD,13.0
2018-05-26,EMNID,1946,"",AfD,14.0
2018-05-27,FORSA,2002,"",AfD,13.0
2018-05-30,YOUGOV,1556,O,AfD,16.0
2018-06-02,EMNID,1397,"",AfD,15.0
2018-06-02,FORSA,2506,"",AfD,13.0
2018-06-08,POLITBAROMETER,1284,"",AfD,13.0
2018-06-09,EMNID,1950,"",AfD,14.0
2018-06-09,FORSA,2504,"",AfD,13.0
2018-06-14,DIMAP,1506,"",AfD,15.0
2018-06-16,EMNID,2310,"",AfD,15.0
2018-06-16,FORSA,1001,"",AfD,15.0
2018-06-16,FORSA,1501,"",AfD,13.0
2018-06-20,ALLENSBACH,1279,"",AfD,13.0
2018-06-23,EMNID,2336,"",AfD,16.0
2018-06-24,FORSA,2503,"",AfD,15.0
2018-06-27,DIMAP,1025,"",AfD,14.0
2018-06-27,YOUGOV,1525,O,AfD,16.0
2018-06-29,POLITBAROMETER,1290,"",AfD,14.0
2018-06-30,EMNID,1954,"",AfD,14.0
2018-06-30,FORSA,2508,"",AfD,15.0
2018-07-05,DIMAP,1505,"",AfD,16.0
2018-07-07,EMNID,1894,"",AfD,17.0
2018-07-07,FORSA,2502,"",AfD,16.0
2018-07-12,GMS,1006,T,AfD,17.0
2018-07-13,POLITBAROMETER,1340,"",AfD,15.0
2018-07-14,EMNID,2368,"",AfD,16.0
2018-07-14,FORSA,2505,"",AfD,16.0
2018-07-17,ALLENSBACH,1295,"",AfD,15.0
2018-07-21,EMNID,2476,"",AfD,15.0
2018-07-21,FORSA,2505,"",AfD,15.0
2018-07-25,YOUGOV,1520,O,AfD,17.0
2018-07-26,DIMAP,1047,"",AfD,16.0
2018-07-28,EMNID,2001,"",AfD,15.0
2018-07-28,FORSA,2505,"",AfD,14.0
2018-08-01,GMS,1005,T,AfD,16.0
2018-08-02,DIMAP,1508,"",AfD,17.0
2018-08-04,EMNID,2478,"",AfD,15.0
2018-08-04,FORSA,2508,"",AfD,14.0
2018-08-10,POLITBAROMETER,1294,"",AfD,16.0
2018-08-11,EMNID,2502,"",AfD,14.0
2018-08-11,FORSA,2505,"",AfD,14.0
2018-08-15,ALLENSBACH,1295,"",AfD,14.5
2018-08-18,EMNID,2942,"",AfD,15.0
2018-08-18,FORSA,2503,"",AfD,14.0
2018-08-23,DIMAP,1047,"",AfD,17.0
2018-08-25,EMNID,1891,"",AfD,14.0
2018-08-25,FORSA,2502,"",AfD,14.0
2018-08-30,YOUGOV,1538,O,AfD,17.0
2018-08-31,POLITBAROMETER,1216,"",AfD,17.0
2018-09-01,EMNID,2390,"",AfD,15.0
2018-09-01,FORSA,2503,"",AfD,16.0
2018-09-06,DIMAP,1502,"",AfD,16.0
2018-09-08,EMNID,2472,"",AfD,15.0
2018-09-08,FORSA,2507,"",AfD,14.0
2018-09-11,GMS,1003,T,AfD,16.0
2018-09-14,POLITBAROMETER,1339,"",AfD,15.0
2018-09-15,EMNID,1978,"",AfD,15.0
2018-09-15,FORSA,2507,"",AfD,13.0
2018-09-18,ALLENSBACH,1258,"",AfD,15.0
2018-09-20,DIMAP,1035,"",AfD,18.0
2018-09-22,EMNID,2368,"",AfD,16.0
2018-09-22,FORSA,2502,"",AfD,15.0
2018-09-27,GMS,1005,T,AfD,18.0
2018-09-27,YOUGOV,1504,O,AfD,18.0
2018-09-28,POLITBAROMETER,1260,"",AfD,16.0
2018-09-29,EMNID,1902,"",AfD,17.0
2018-09-29,FORSA,2501,"",AfD,15.0
2018-10-06,EMNID,1515,"",AfD,16.0
2018-10-06,FORSA,2002,"",AfD,14.0
2018-10-11,DIMAP,1508,"",AfD,16.0
2018-10-11,GMS,1007,T,AfD,18.0
2018-10-13,EMNID,1899,"",AfD,15.0
2018-10-13,FORSA,2504,"",AfD,14.0
2018-10-18,ALLENSBACH,1259,"",AfD,15.0
2018-10-18,DIMAP,1040,"",AfD,16.0
2018-10-19,POLITBAROMETER,1117,"",AfD,16.0
2018-10-20,EMNID,1609,"",AfD,15.0
2018-10-20,FORSA,2502,"",AfD,15.0
2018-10-27,EMNID,1905,"",AfD,16.0
2018-10-27,FORSA,2509,"",AfD,14.0
2018-11-03,EMNID,1815,"",AfD,15.0
2018-11-03,FORSA,2502,"",AfD,13.0
2018-11-07,YOUGOV,1542,O,AfD,16.0
2018-11-09,POLITBAROMETER,1200,"",AfD,14.0
2018-11-10,EMNID,1518,"",AfD,15.0
2018-11-11,FORSA,2504,"",AfD,13.0
2018-11-15,DIMAP,1506,"",AfD,14.0
2018-11-17,EMNID,1987,"",AfD,15.0
