Datum,URL,Umfang,Methode,Partei,Anteil
2021-03-10,FORSA,2510,"",GRÜNE,18.0
2021-03-14,EMNID,2378,"",GRÜNE,19.0
2021-03-17,FORSA,2501,"",GRÜNE,21.0
2021-03-18,DIMAP,1207,"",GRÜNE,20.0
2021-03-20,EMNID,1942,"",GRÜNE,22.0
2021-03-24,ALLENSBACH,1006,"",GRÜNE,21.5
2021-03-24,FORSA,2511,"",GRÜNE,22.0
2021-03-26,POLITBAROMETER,1030,"",GRÜNE,23.0
2021-03-27,EMNID,1447,"",GRÜNE,23.0
2021-03-29,GMS,1003,T,GRÜNE,21.0
2021-03-31,FORSA,2503,"",GRÜNE,23.0
2021-04-01,DIMAP,1348,"",GRÜNE,22.0
2021-04-01,YOUGOV,1637,O,GRÜNE,21.0
2021-04-04,EMNID,1429,"",GRÜNE,23.0
2021-04-07,FORSA,1501,"",GRÜNE,23.0
2021-04-11,EMNID,1448,"",GRÜNE,22.0
2021-04-14,FORSA,2500,"",GRÜNE,23.0
2021-04-15,DIMAP,1174,"",GRÜNE,21.0
2021-04-16,POLITBAROMETER,1292,"",GRÜNE,21.0
2021-04-18,EMNID,1437,"",GRÜNE,22.0
2021-04-20,FORSA,1502,"",GRÜNE,28.0
2021-04-20,FORSA,2003,"",GRÜNE,23.0
2021-04-21,ALLENSBACH,1051,"",GRÜNE,23.0
2021-04-24,EMNID,1225,"",GRÜNE,28.0
2021-04-28,FORSA,2507,"",GRÜNE,28.0
2021-04-30,YOUGOV,1643,O,GRÜNE,25.0
2021-05-01,EMNID,1442,"",GRÜNE,27.0
2021-05-05,FORSA,2508,"",GRÜNE,28.0
2021-05-06,DIMAP,1351,"",GRÜNE,26.0
2021-05-07,POLITBAROMETER,1271,"",GRÜNE,26.0
2021-05-08,EMNID,1910,"",GRÜNE,26.0
2021-05-12,FORSA,2501,"",GRÜNE,27.0
2021-05-12,FORSA,2501,"",GRÜNE,27.0
2021-05-13,DIMAP,1198,"",GRÜNE,25.0
2021-05-15,EMNID,1428,"",GRÜNE,25.0
2021-05-17,GMS,1005,T,GRÜNE,24.0
2021-05-19,ALLENSBACH,1027,"",GRÜNE,24.0
2021-05-19,FORSA,2001,"",GRÜNE,26.0
2021-05-21,EMNID,1445,"",GRÜNE,24.0
2021-05-21,POLITBAROMETER,1229,"",GRÜNE,25.0
2021-05-26,FORSA,2004,"",GRÜNE,25.0
2021-05-27,YOUGOV,1706,O,GRÜNE,22.0
2021-05-28,EMNID,1422,"",GRÜNE,23.0
2021-06-02,FORSA,2500,"",GRÜNE,24.0
2021-06-05,EMNID,1419,"",GRÜNE,22.0
2021-06-09,FORSA,2501,"",GRÜNE,22.0
2021-06-10,DIMAP,1316,"",GRÜNE,20.0
2021-06-10,POLITBAROMETER,1232,"",GRÜNE,22.0
2021-06-11,EMNID,1421,"",GRÜNE,21.0
2021-06-16,ALLENSBACH,1070,"",GRÜNE,21.5
2021-06-16,FORSA,2501,"",GRÜNE,21.0
2021-06-18,EMNID,1413,"",GRÜNE,20.0
2021-06-21,GMS,1002,T,GRÜNE,20.0
2021-06-23,FORSA,2502,"",GRÜNE,21.0
2021-06-24,DIMAP,1217,"",GRÜNE,21.0
2021-06-25,EMNID,1430,"",GRÜNE,19.0
2021-06-25,POLITBAROMETER,1271,"",GRÜNE,22.0
2021-06-30,FORSA,2501,"",GRÜNE,20.0
2021-07-01,DIMAP,1317,"",GRÜNE,20.0
2021-07-02,EMNID,1418,"",GRÜNE,20.0
2021-07-02,YOUGOV,1648,O,GRÜNE,19.0
2021-07-07,FORSA,2505,"",GRÜNE,19.0
2021-07-10,EMNID,1405,"",GRÜNE,19.0
2021-07-14,FORSA,2502,"",GRÜNE,19.0
2021-07-16,EMNID,1495,"",GRÜNE,20.0
2021-07-16,POLITBAROMETER,1224,"",GRÜNE,20.0
2021-07-20,ALLENSBACH,1028,"",GRÜNE,18.0
2021-07-21,FORSA,2503,"",GRÜNE,19.0
2021-07-22,DIMAP,1188,"",GRÜNE,19.0
2021-07-23,EMNID,1421,"",GRÜNE,19.0
2021-07-27,GMS,1003,T,GRÜNE,18.0
2021-07-28,ALLENSBACH,1243,"",GRÜNE,19.5
2021-07-28,FORSA,2501,"",GRÜNE,21.0
2021-07-30,EMNID,1441,"",GRÜNE,19.0
2021-07-30,POLITBAROMETER,1268,"",GRÜNE,21.0
2021-07-30,YOUGOV,1748,O,GRÜNE,16.0
2021-08-03,FORSA,2502,"",GRÜNE,20.0
2021-08-04,EMNID,1413,"",GRÜNE,22.0
2021-08-05,DIMAP,1312,"",GRÜNE,19.0
2021-08-11,EMNID,1446,"",GRÜNE,21.0
2021-08-11,FORSA,2509,"",GRÜNE,20.0
2021-08-13,POLITBAROMETER,1252,"",GRÜNE,19.0
2021-08-18,FORSA,2501,"",GRÜNE,19.0
2021-08-19,ALLENSBACH,1018,"",GRÜNE,17.5
2021-08-19,DIMAP,1219,"",GRÜNE,17.0
2021-08-19,EMNID,1920,"",GRÜNE,19.0
2021-08-24,FORSA,2504,"",GRÜNE,18.0
2021-08-26,EMNID,1919,"",GRÜNE,18.0
2021-08-27,POLITBAROMETER,1300,"",GRÜNE,20.0
2021-08-27,YOUGOV,1689,O,GRÜNE,16.0
2021-08-28,ALLENSBACH,1038,"",GRÜNE,17.0
2021-08-31,FORSA,2508,"",GRÜNE,18.0
2021-09-02,DIMAP,1337,"",GRÜNE,16.0
2021-09-02,EMNID,1439,"",GRÜNE,19.0
2021-09-03,POLITBAROMETER,1301,"",GRÜNE,17.0
2021-09-03,YOUGOV,1729,O,GRÜNE,15.0
2021-09-07,FORSA,2505,"",GRÜNE,17.0
2021-09-07,GMS,1004,T,GRÜNE,17.0
2021-09-08,ALLENSBACH,1258,"",GRÜNE,15.5
2021-09-09,EMNID,1901,"",GRÜNE,17.0
2021-09-10,POLITBAROMETER,1281,"",GRÜNE,17.0
2021-09-10,YOUGOV,1700,O,GRÜNE,15.0
2021-09-14,FORSA,2501,"",GRÜNE,17.0
2021-09-14,GMS,1003,T,GRÜNE,16.0
2021-09-16,DIMAP,1512,"",GRÜNE,15.0
2021-09-16,EMNID,1543,"",GRÜNE,17.0
2021-09-16,YOUGOV,1816,O,GRÜNE,15.0
2021-09-17,POLITBAROMETER,1406,"",GRÜNE,16.0
2021-09-21,FORSA,2502,"",GRÜNE,17.0
2021-09-23,EMNID,1433,"",GRÜNE,16.0
2021-09-23,POLITBAROMETER,1273,"",GRÜNE,16.5
2021-09-23,YOUGOV,2364,O,GRÜNE,14.0
2021-09-24,ALLENSBACH,1554,"",GRÜNE,16.0
2021-09-24,FORSA,2002,"",GRÜNE,17.0
2021-10-01,POLITBAROMETER,1249,"",GRÜNE,16.0
2021-10-02,INSA,1254,TOM,GRÜNE,16.0
2021-10-04,INSA,2000,O,GRÜNE,15.5
2021-10-05,FORSA,3004,"",GRÜNE,16.0
2021-10-09,EMNID,1985,"",GRÜNE,17.0
2021-10-09,INSA,1509,TOM,GRÜNE,15.0
2021-10-11,INSA,2101,O,GRÜNE,16.0
2021-10-12,FORSA,2503,"",GRÜNE,16.0
2021-10-14,EMNID,1410,"",GRÜNE,17.0
2021-10-15,POLITBAROMETER,1329,"",GRÜNE,17.0
2021-10-16,INSA,1195,TOM,GRÜNE,16.0
2021-10-18,INSA,2140,O,GRÜNE,16.0
2021-10-19,FORSA,2502,"",GRÜNE,16.0
2021-10-20,ALLENSBACH,1045,"",GRÜNE,15.0
2021-10-23,EMNID,1424,"",GRÜNE,16.0
2021-10-23,INSA,1205,TOM,GRÜNE,17.0
2021-10-25,INSA,2105,O,GRÜNE,16.0
2021-10-26,FORSA,2510,"",GRÜNE,17.0
2021-10-28,DIMAP,1239,"",GRÜNE,16.0
2021-10-29,POLITBAROMETER,1208,"",GRÜNE,16.0
2021-10-30,EMNID,1422,"",GRÜNE,17.0
2021-10-30,INSA,1503,TOM,GRÜNE,16.0
2021-11-02,FORSA,2501,"",GRÜNE,16.0
2021-11-02,INSA,2140,O,GRÜNE,16.0
2021-11-04,DIMAP,1329,"",GRÜNE,16.0
2021-11-05,GMS,1005,T,GRÜNE,16.0
2021-11-06,EMNID,1417,"",GRÜNE,16.0
2021-11-06,INSA,1212,TOM,GRÜNE,15.0
2021-11-08,INSA,2112,O,GRÜNE,16.0
2021-11-09,FORSA,2502,"",GRÜNE,16.0
2021-11-12,POLITBAROMETER,1257,"",GRÜNE,16.0
2021-11-13,EMNID,1424,"",GRÜNE,16.0
2021-11-13,INSA,1202,TOM,GRÜNE,15.0
2021-11-15,INSA,2091,O,GRÜNE,15.0
2021-11-16,FORSA,2510,"",GRÜNE,17.0
2021-11-18,ALLENSBACH,1016,"",GRÜNE,15.0
2021-11-20,EMNID,1433,"",GRÜNE,18.0
2021-11-20,INSA,1501,TOM,GRÜNE,15.0
2021-11-22,INSA,2096,O,GRÜNE,14.0
2021-11-23,FORSA,2501,"",GRÜNE,17.0
2021-11-25,DIMAP,1239,"",GRÜNE,17.0
2021-11-26,POLITBAROMETER,1344,"",GRÜNE,17.0
2021-11-26,YOUGOV,1797,O,GRÜNE,16.0
2021-11-27,EMNID,1424,"",GRÜNE,18.0
2021-11-27,INSA,1403,TOM,GRÜNE,15.0
2021-11-29,INSA,2129,O,GRÜNE,16.0
2021-11-30,FORSA,2509,"",GRÜNE,17.0
2021-12-02,DIMAP,1316,"",GRÜNE,17.0
2021-12-04,EMNID,1425,"",GRÜNE,16.0
2021-12-04,INSA,1348,TOM,GRÜNE,15.0
2021-12-06,INSA,2119,O,GRÜNE,15.0
2021-12-07,FORSA,2503,"",GRÜNE,17.0
2021-12-09,DIMAP,1266,"",GRÜNE,16.0
2021-12-10,POLITBAROMETER,1303,"",GRÜNE,17.0
2021-12-11,EMNID,1439,"",GRÜNE,15.0
2021-12-11,INSA,1480,TOM,GRÜNE,15.0
2021-12-13,INSA,2221,O,GRÜNE,14.5
2021-12-14,FORSA,2509,"",GRÜNE,15.0
2021-12-17,YOUGOV,1715,O,GRÜNE,16.0
2021-12-18,EMNID,1440,"",GRÜNE,16.0
2021-12-18,INSA,1501,TOM,GRÜNE,14.0
2021-12-20,INSA,2075,O,GRÜNE,14.5
2021-12-21,FORSA,2501,"",GRÜNE,16.0
2021-12-22,ALLENSBACH,1069,"",GRÜNE,15.0
2021-12-26,INSA,1195,TOM,GRÜNE,15.0
2021-12-27,EMNID,1436,"",GRÜNE,16.0
2022-01-01,INSA,1201,TOM,GRÜNE,16.0
2022-01-03,INSA,2060,O,GRÜNE,15.5
2022-01-04,GMS,1003,T,GRÜNE,16.0
2022-01-06,DIMAP,1325,"",GRÜNE,16.0
2022-01-08,INSA,1504,TOM,GRÜNE,16.0
2022-01-10,INSA,2107,O,GRÜNE,15.0
2022-01-11,FORSA,3003,"",GRÜNE,17.0
2022-01-14,POLITBAROMETER,1128,"",GRÜNE,16.0
2022-01-15,EMNID,1426,"",GRÜNE,17.0
2022-01-15,INSA,1504,TOM,GRÜNE,16.0
2022-01-17,INSA,2130,O,GRÜNE,15.5
2022-01-18,FORSA,2504,"",GRÜNE,16.0
2022-01-20,DIMAP,1424,"",GRÜNE,16.0
2022-01-22,EMNID,1441,"",GRÜNE,17.0
2022-01-22,INSA,1204,TOM,GRÜNE,16.0
2022-01-24,INSA,2146,O,GRÜNE,15.0
2022-01-25,FORSA,2502,"",GRÜNE,16.0
2022-01-26,ALLENSBACH,1090,"",GRÜNE,14.5
2022-01-28,POLITBAROMETER,1249,"",GRÜNE,18.0
2022-01-28,YOUGOV,1602,O,GRÜNE,15.0
2022-01-29,EMNID,1415,"",GRÜNE,18.0
2022-01-29,INSA,1383,TOM,GRÜNE,16.0
2022-01-31,INSA,2147,O,GRÜNE,15.0
2022-02-01,FORSA,2501,"",GRÜNE,16.0
2022-02-03,DIMAP,1339,"",GRÜNE,16.0
2022-02-05,EMNID,1410,"",GRÜNE,17.0
2022-02-05,INSA,1202,TOM,GRÜNE,16.0
2022-02-07,INSA,2067,O,GRÜNE,15.0
2022-02-08,FORSA,2502,"",GRÜNE,16.0
2022-02-11,POLITBAROMETER,1224,"",GRÜNE,16.0
2022-02-12,EMNID,1287,"",GRÜNE,16.0
2022-02-12,INSA,1504,TOM,GRÜNE,16.0
2022-02-14,INSA,2141,O,GRÜNE,15.0
2022-02-15,FORSA,2504,"",GRÜNE,16.0
2022-02-17,DIMAP,1202,"",GRÜNE,15.0
2022-02-19,EMNID,1434,"",GRÜNE,16.0
2022-02-19,INSA,1303,TOM,GRÜNE,15.0
2022-02-21,INSA,1539,O,GRÜNE,14.5
2022-02-21,YOUGOV,1659,O,GRÜNE,17.0
2022-02-22,FORSA,2500,"",GRÜNE,17.0
2022-02-24,ALLENSBACH,1033,"",GRÜNE,15.0
2022-02-26,EMNID,1432,"",GRÜNE,17.0
2022-02-27,INSA,1405,TOM,GRÜNE,15.0
2022-03-01,FORSA,1500,"",GRÜNE,18.0
2022-03-01,GMS,1005,T,GRÜNE,15.0
2022-03-01,INSA,2067,O,GRÜNE,15.5
2022-03-02,POLITBAROMETER,1103,"",GRÜNE,17.0
2022-03-03,DIMAP,1320,"",GRÜNE,16.0
2022-03-05,EMNID,1405,"",GRÜNE,17.0
2022-03-05,INSA,1185,TOM,GRÜNE,15.0
2022-03-07,INSA,2103,O,GRÜNE,15.5
2022-03-08,FORSA,2501,"",GRÜNE,18.0
2022-03-11,POLITBAROMETER,1345,"",GRÜNE,18.0
2022-03-11,YOUGOV,1629,O,GRÜNE,16.0
2022-03-12,EMNID,1426,"",GRÜNE,19.0
2022-03-12,INSA,1201,TOM,GRÜNE,16.0
2022-03-14,INSA,2073,O,GRÜNE,15.5
2022-03-15,FORSA,2502,"",GRÜNE,18.0
2022-03-17,DIMAP,1254,"",GRÜNE,17.0
2022-03-19,EMNID,1416,"",GRÜNE,19.0
2022-03-19,INSA,1198,TOM,GRÜNE,16.0
2022-03-21,INSA,2122,O,GRÜNE,16.5
2022-03-22,FORSA,2501,"",GRÜNE,18.0
2022-03-24,ALLENSBACH,1041,"",GRÜNE,17.0
2022-03-26,EMNID,1429,"",GRÜNE,18.0
2022-03-26,INSA,1205,TOM,GRÜNE,16.0
2022-03-29,FORSA,2507,"",GRÜNE,18.0
2022-03-29,INSA,2070,O,GRÜNE,16.5
2022-04-02,EMNID,1428,"",GRÜNE,18.0
2022-04-02,INSA,1501,TOM,GRÜNE,16.0
2022-04-04,INSA,2063,O,GRÜNE,17.5
2022-04-05,FORSA,2508,"",GRÜNE,19.0
2022-04-07,DIMAP,1325,"",GRÜNE,19.0
2022-04-08,POLITBAROMETER,1230,"",GRÜNE,19.0
2022-04-09,EMNID,1437,"",GRÜNE,19.0
2022-04-09,INSA,1503,TOM,GRÜNE,16.0
2022-04-11,INSA,2061,O,GRÜNE,17.5
2022-04-12,FORSA,2500,"",GRÜNE,19.0
2022-04-13,ALLENSBACH,1075,"",GRÜNE,17.0
2022-04-14,DIMAP,1226,"",GRÜNE,18.0
2022-04-14,YOUGOV,1643,O,GRÜNE,18.0
2022-04-16,EMNID,1960,"",GRÜNE,19.0
2022-04-16,INSA,1402,TOM,GRÜNE,17.0
2022-04-19,FORSA,1501,"",GRÜNE,20.0
2022-04-19,INSA,2073,O,GRÜNE,19.0
2022-04-23,EMNID,1715,"",GRÜNE,19.0
2022-04-23,INSA,1296,TOM,GRÜNE,18.0
2022-04-25,INSA,2056,O,GRÜNE,18.0
2022-04-26,FORSA,2507,"",GRÜNE,20.0
2022-04-26,GMS,1003,T,GRÜNE,18.0
2022-04-28,DIMAP,1314,"",GRÜNE,18.0
2022-04-29,POLITBAROMETER,1170,"",GRÜNE,21.0
2022-04-30,EMNID,1431,"",GRÜNE,20.0
2022-05-01,INSA,1202,TOM,GRÜNE,18.0
2022-05-02,INSA,2146,O,GRÜNE,19.0
2022-05-03,FORSA,2508,"",GRÜNE,20.0
2022-05-07,EMNID,1570,"",GRÜNE,19.0
2022-05-07,INSA,1501,TOM,GRÜNE,18.0
2022-05-09,INSA,2086,O,GRÜNE,19.0
2022-05-10,FORSA,2501,"",GRÜNE,21.0
2022-05-12,DIMAP,1226,"",GRÜNE,20.0
2022-05-12,YOUGOV,1659,O,GRÜNE,19.0
2022-05-14,EMNID,1426,"",GRÜNE,20.0
2022-05-14,INSA,1501,TOM,GRÜNE,18.0
2022-05-16,INSA,2147,O,GRÜNE,20.5
2022-05-17,FORSA,2502,"",GRÜNE,22.0
2022-05-20,POLITBAROMETER,1162,"",GRÜNE,24.0
2022-05-21,EMNID,1425,"",GRÜNE,21.0
2022-05-21,INSA,1214,TOM,GRÜNE,19.0
2022-05-23,INSA,2100,O,GRÜNE,20.0
2022-05-24,FORSA,2505,"",GRÜNE,23.0
2022-05-27,ALLENSBACH,1118,"",GRÜNE,20.5
2022-05-28,EMNID,1422,"",GRÜNE,21.0
2022-05-28,INSA,1337,TOM,GRÜNE,19.0
2022-05-30,INSA,2056,O,GRÜNE,20.5
2022-05-31,FORSA,2004,"",GRÜNE,24.0
2022-05-31,GMS,1005,T,GRÜNE,20.0
2022-06-02,DIMAP,1337,"",GRÜNE,21.0
2022-06-04,EMNID,1428,"",GRÜNE,23.0
2022-06-04,INSA,1501,TOM,GRÜNE,20.0
2022-06-07,FORSA,2002,"",GRÜNE,23.0
2022-06-07,INSA,2055,O,GRÜNE,21.5
2022-06-10,YOUGOV,1633,O,GRÜNE,21.0
2022-06-11,EMNID,1428,"",GRÜNE,23.0
2022-06-11,INSA,1203,TOM,GRÜNE,21.0
2022-06-13,INSA,2082,O,GRÜNE,21.0
2022-06-14,FORSA,2511,"",GRÜNE,23.0
2022-06-17,POLITBAROMETER,1133,"",GRÜNE,25.0
2022-06-18,EMNID,1895,"",GRÜNE,22.0
2022-06-19,INSA,1501,TOM,GRÜNE,21.0
2022-06-20,INSA,2063,O,GRÜNE,21.0
2022-06-21,FORSA,2504,"",GRÜNE,23.0
2022-06-21,GMS,1003,T,GRÜNE,21.0
2022-06-22,ALLENSBACH,1046,"",GRÜNE,22.0
2022-06-23,DIMAP,1248,"",GRÜNE,23.0
2022-06-25,EMNID,1769,"",GRÜNE,24.0
2022-06-25,INSA,1414,TOM,GRÜNE,22.0
2022-06-27,INSA,2101,O,GRÜNE,21.5
2022-06-28,FORSA,2500,"",GRÜNE,24.0
2022-07-01,POLITBAROMETER,1186,"",GRÜNE,25.0
2022-07-02,EMNID,1410,"",GRÜNE,25.0
2022-07-02,INSA,1253,TOM,GRÜNE,22.0
2022-07-04,INSA,2066,O,GRÜNE,21.0
2022-07-05,FORSA,2502,"",GRÜNE,24.0
2022-07-07,DIMAP,1327,"",GRÜNE,23.0
2022-07-08,YOUGOV,1655,O,GRÜNE,20.0
2022-07-09,EMNID,1426,"",GRÜNE,24.0
2022-07-10,INSA,1202,TOM,GRÜNE,22.0
2022-07-12,FORSA,2503,"",GRÜNE,24.0
2022-07-12,INSA,2044,O,GRÜNE,21.0
2022-07-15,POLITBAROMETER,1167,"",GRÜNE,25.0
2022-07-16,EMNID,1433,"",GRÜNE,24.0
2022-07-16,INSA,1277,TOM,GRÜNE,22.0
2022-07-18,INSA,2062,O,GRÜNE,22.0
2022-07-19,FORSA,2501,"",GRÜNE,24.0
2022-07-21,DIMAP,1210,"",GRÜNE,22.0
2022-07-23,EMNID,1392,"",GRÜNE,23.0
2022-07-23,INSA,1501,TOM,GRÜNE,23.0
2022-07-25,INSA,2043,O,GRÜNE,22.0
2022-07-26,FORSA,2510,"",GRÜNE,24.0
2022-07-27,ALLENSBACH,1006,"",GRÜNE,22.0
2022-07-27,GMS,1005,T,GRÜNE,23.0
2022-07-30,EMNID,1413,"",GRÜNE,22.0
2022-07-30,INSA,1202,TOM,GRÜNE,22.0
2022-08-01,INSA,2144,O,GRÜNE,22.0
2022-08-02,FORSA,2504,"",GRÜNE,24.0
2022-08-04,DIMAP,1313,"",GRÜNE,23.0
2022-08-06,EMNID,1426,"",GRÜNE,23.0
2022-08-06,INSA,1701,TOM,GRÜNE,21.0
2022-08-08,INSA,2099,O,GRÜNE,21.5
2022-08-09,FORSA,2504,"",GRÜNE,24.0
2022-08-12,POLITBAROMETER,1389,"",GRÜNE,26.0
2022-08-12,YOUGOV,1595,O,GRÜNE,21.0
2022-08-13,EMNID,1422,"",GRÜNE,22.0
2022-08-13,INSA,1502,TOM,GRÜNE,22.0
2022-08-15,INSA,2146,O,GRÜNE,22.0
2022-08-16,FORSA,2500,"",GRÜNE,25.0
2022-08-18,DIMAP,1273,"",GRÜNE,23.0
2022-08-20,EMNID,1429,"",GRÜNE,23.0
2022-08-20,INSA,1427,TOM,GRÜNE,21.0
2022-08-22,INSA,2091,O,GRÜNE,21.0
2022-08-23,FORSA,2505,"",GRÜNE,25.0
2022-08-24,ALLENSBACH,1038,"",GRÜNE,21.0
2022-08-27,EMNID,1431,"",GRÜNE,23.0
2022-08-27,INSA,1204,TOM,GRÜNE,21.0
2022-08-29,INSA,2138,O,GRÜNE,20.5
2022-08-30,FORSA,2503,"",GRÜNE,25.0
2022-09-01,DIMAP,1324,"",GRÜNE,22.0
2022-09-03,EMNID,1411,"",GRÜNE,22.0
2022-09-03,INSA,1203,TOM,GRÜNE,20.0
2022-09-06,FORSA,2500,"",GRÜNE,24.0
2022-09-06,INSA,2004,O,GRÜNE,20.5
2022-09-09,POLITBAROMETER,1299,"",GRÜNE,23.0
2022-09-10,EMNID,1416,"",GRÜNE,21.0
2022-09-10,INSA,1443,TOM,GRÜNE,20.0
2022-09-12,INSA,2039,O,GRÜNE,20.0
2022-09-13,FORSA,2501,"",GRÜNE,20.0
2022-09-15,DIMAP,1224,"",GRÜNE,21.0
2022-09-16,ALLENSBACH,1030,"",GRÜNE,19.0
2022-09-16,YOUGOV,1635,O,GRÜNE,19.0
2022-09-17,EMNID,1443,"",GRÜNE,21.0
2022-09-17,INSA,1476,TOM,GRÜNE,19.0
2022-09-20,FORSA,2506,"",GRÜNE,19.0
2022-09-20,INSA,2080,O,GRÜNE,19.0
2022-09-21,GMS,1003,T,GRÜNE,21.0
2022-09-24,EMNID,1444,"",GRÜNE,20.0
2022-09-24,INSA,1255,TOM,GRÜNE,19.0
2022-09-26,INSA,2102,O,GRÜNE,19.5
2022-09-27,FORSA,2505,"",GRÜNE,20.0
2022-09-30,POLITBAROMETER,1355,"",GRÜNE,22.0
2022-10-01,EMNID,1381,"",GRÜNE,21.0
2022-10-01,INSA,1210,TOM,GRÜNE,18.0
2022-10-04,FORSA,2001,"",GRÜNE,20.0
2022-10-04,INSA,2008,O,GRÜNE,18.5
2022-10-06,DIMAP,1307,"",GRÜNE,19.0
2022-10-08,EMNID,1864,"",GRÜNE,20.0
2022-10-08,INSA,1315,TOM,GRÜNE,19.0
2022-10-10,INSA,2005,O,GRÜNE,19.0
2022-10-11,FORSA,2501,"",GRÜNE,20.0
2022-10-13,DIMAP,1225,"",GRÜNE,20.0
2022-10-14,YOUGOV,1617,O,GRÜNE,19.0
2022-10-15,EMNID,1433,"",GRÜNE,21.0
2022-10-16,INSA,1327,TOM,GRÜNE,18.0
2022-10-17,INSA,2000,O,GRÜNE,18.5
2022-10-18,FORSA,2505,"",GRÜNE,20.0
2022-10-20,ALLENSBACH,1021,"",GRÜNE,19.0
2022-10-21,POLITBAROMETER,1389,"",GRÜNE,21.0
2022-10-22,EMNID,1435,"",GRÜNE,20.0
2022-10-23,INSA,1503,TOM,GRÜNE,18.0
2022-10-25,FORSA,2502,"",GRÜNE,20.0
2022-10-25,INSA,2007,O,GRÜNE,17.5
2022-10-26,GMS,1002,T,GRÜNE,20.0
2022-10-29,EMNID,1406,"",GRÜNE,20.0
2022-10-30,INSA,1230,TOM,GRÜNE,18.0
2022-11-01,INSA,2009,O,GRÜNE,18.0
2022-11-02,FORSA,2503,"",GRÜNE,20.0
2022-11-03,DIMAP,1307,"",GRÜNE,19.0
2022-11-05,EMNID,1516,"",GRÜNE,19.0
2022-11-06,INSA,1286,TOM,GRÜNE,17.0
2022-11-07,INSA,2007,O,GRÜNE,17.5
2022-11-08,FORSA,2502,"",GRÜNE,19.0
2022-11-10,DIMAP,1225,"",GRÜNE,19.0
2022-11-11,POLITBAROMETER,1310,"",GRÜNE,22.0
2022-11-11,YOUGOV,1608,O,GRÜNE,20.0
2022-11-12,EMNID,1442,"",GRÜNE,20.0
2022-11-13,INSA,1255,TOM,GRÜNE,18.0
2022-11-14,INSA,2010,O,GRÜNE,17.5
2022-11-15,FORSA,2503,"",GRÜNE,20.0
2022-11-19,EMNID,1443,"",GRÜNE,19.0
2022-11-20,INSA,1314,TOM,GRÜNE,17.0
2022-11-21,INSA,2004,O,GRÜNE,17.0
2022-11-22,FORSA,2502,"",GRÜNE,20.0
2022-11-24,ALLENSBACH,1042,"",GRÜNE,20.0
2022-11-25,POLITBAROMETER,1273,"",GRÜNE,22.0
2022-11-26,EMNID,1430,"",GRÜNE,19.0
2022-11-27,INSA,1501,TOM,GRÜNE,18.0
2022-11-28,INSA,2006,O,GRÜNE,17.5
2022-11-29,FORSA,2505,"",GRÜNE,20.0
2022-12-01,DIMAP,1318,"",GRÜNE,18.0
2022-12-02,GMS,1005,T,GRÜNE,21.0
2022-12-03,EMNID,1414,"",GRÜNE,20.0
2022-12-03,INSA,1502,TOM,GRÜNE,17.0
2022-12-06,FORSA,2500,"",GRÜNE,19.0
2022-12-06,INSA,2008,O,GRÜNE,17.0
2022-12-08,DIMAP,1259,"",GRÜNE,18.0
2022-12-10,EMNID,1443,"",GRÜNE,19.0
2022-12-11,INSA,1502,TOM,GRÜNE,18.0
2022-12-13,FORSA,2506,"",GRÜNE,19.0
2022-12-13,INSA,2007,O,GRÜNE,18.0
2022-12-16,POLITBAROMETER,1365,"",GRÜNE,20.0
2022-12-17,EMNID,1429,"",GRÜNE,19.0
2022-12-17,INSA,1501,TOM,GRÜNE,18.0
2022-12-19,INSA,2005,O,GRÜNE,17.5
2022-12-20,FORSA,2503,"",GRÜNE,19.0
2022-12-21,ALLENSBACH,1035,"",GRÜNE,18.0
2022-12-22,YOUGOV,1608,O,GRÜNE,17.0
2022-12-24,EMNID,1717,"",GRÜNE,18.0
2022-12-24,INSA,1203,TOM,GRÜNE,17.0
2022-12-31,INSA,1205,TOM,GRÜNE,18.0
2023-01-02,INSA,2010,O,GRÜNE,17.5
2023-01-04,GMS,1002,T,GRÜNE,17.0
2023-01-05,DIMAP,1314,"",GRÜNE,19.0
2023-01-08,INSA,1465,TOM,GRÜNE,18.0
2023-01-09,INSA,2006,O,GRÜNE,17.5
2023-01-10,FORSA,2502,"",GRÜNE,20.0
2023-01-13,POLITBAROMETER,1259,"",GRÜNE,21.0
2023-01-13,YOUGOV,1561,O,GRÜNE,17.0
2023-01-14,EMNID,1398,"",GRÜNE,18.0
2023-01-14,INSA,1202,TOM,GRÜNE,17.0
2023-01-16,INSA,2006,O,GRÜNE,16.5
2023-01-17,FORSA,2500,"",GRÜNE,20.0
2023-01-19,DIMAP,1211,"",GRÜNE,19.0
2023-01-21,EMNID,1418,"",GRÜNE,20.0
2023-01-21,INSA,1504,TOM,GRÜNE,16.0
2023-01-23,INSA,2009,O,GRÜNE,16.5
2023-01-24,FORSA,2502,"",GRÜNE,20.0
2023-01-26,ALLENSBACH,1023,"",GRÜNE,17.0
2023-01-27,POLITBAROMETER,1345,"",GRÜNE,19.0
2023-01-28,EMNID,1392,"",GRÜNE,19.0
2023-01-28,INSA,1506,TOM,GRÜNE,16.0
2023-01-30,INSA,2007,O,GRÜNE,16.0
2023-01-31,FORSA,2503,"",GRÜNE,19.0
2023-02-02,DIMAP,1328,"",GRÜNE,18.0
2023-02-04,EMNID,1405,"",GRÜNE,19.0
2023-02-04,INSA,1462,TOM,GRÜNE,16.0
